massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1552	705.4456005	214.7620633	0.31335	-1.0759	
row1553	215.1288183	50.29499612	0.31408	-1.0741	
row1554	768.7538188	27.84978868	0.31495	-1.0721	
row1555	88.04043152	29.46293838	0.31505	1.0719	
row1556	110.9334104	31.87130559	0.31519	-1.0715	
row1557	360.8568925	58.69736943	0.31555	-1.0707	
row1558	438.2965181	232.619934	0.31563	1.0705	
row1559	282.9531659	37.32325136	0.31626	1.069	
row1560	85.87709171	63.71518975	0.31655	1.0683	
row1561	1058.656257	211.8011851	0.31656	-1.0683	
row1562	307.1587095	123.2447497	0.31717	-1.0669	
row1563	588.6905087	29.55046885	0.31757	-1.0659	
row1564	173.4996429	20.07800459	0.31772	-1.0656	
row1565	478.7802314	25.11262309	0.31784	-1.0653	
row1566	166.0442453	214.5979848	0.31786	1.0652	
row1567	95.22883983	139.0712614	0.31821	-1.0644	
row1568	458.8886154	26.7336514	0.31839	-1.064	
row1569	422.9618636	238.9337863	0.31854	-1.0636	
row1570	283.3216592	284.269755	0.31862	-1.0634	
row1571	683.3962748	215.7898591	0.31898	-1.0626	
row1572	181.0506811	153.0342763	0.31911	-1.0623	
row1573	389.0510526	38.10724872	0.31929	-1.0619	
row1574	460.203924	179.5199809	0.3193	1.0619	
row1575	867.5473168	215.094358	0.31971	-1.0609	
row1576	647.7054841	213.7332195	0.31987	-1.0605	
row1577	129.0557807	68.32189665	0.3201	1.06	
row1578	93.03454255	38.39485655	0.32041	-1.0593	
row1579	431.301507	218.364965	0.32109	1.0577	
row1580	174.962133	224.3756105	0.32126	-1.0573	
row1581	431.0479449	258.3629418	0.32168	-1.0563	
row1582	412.8507105	150.4412902	0.32206	1.0554	
row1583	699.7852018	32.25874606	0.32246	-1.0545	
row1584	149.0091624	32.00850248	0.32305	-1.0531	
row1585	378.2411644	180.3852676	0.32313	1.0529	
row1586	644.9603852	169.5479657	0.32366	-1.0517	
row1587	423.1615532	174.4532392	0.3237	1.0516	
row1588	283.1106077	188.3956231	0.32407	1.0508	
row1589	296.951035	28.58921167	0.32493	1.0488	
row1590	1043.630027	212.4408928	0.32566	-1.0471	
row1591	680.8026442	26.30312437	0.32574	-1.0469	
row1592	442.0175694	37.11441352	0.32632	-1.0456	
row1593	683.3027766	245.9021827	0.32654	1.0451	
row1594	177.5674719	24.94323344	0.32685	-1.0444	
row1595	235.1339628	95.95578335	0.32691	-1.0442	
row1596	449.1354404	192.0726873	0.32698	-1.0441	
row1597	816.5366987	219.9767371	0.32698	-1.0441	
row1598	404.1609841	273.8189551	0.32744	1.043	
row1599	696.3204539	19.49231297	0.32792	1.0419	
row1600	479.3203219	202.3581956	0.32808	1.0415	
row1601	483.945566	19.64046541	0.32844	-1.0407	
row1602	359.0497601	21.4187752	0.32849	-1.0406	
row1603	184.9856783	32.37777839	0.32857	1.0404	
row1604	727.4224951	215.1478088	0.32892	-1.0396	
row1605	464.9724424	46.60216395	0.32918	-1.039	
row1606	291.0374954	24.49868285	0.32921	1.0389	
row1607	110.326146	271.5761027	0.32927	-1.0388	
row1608	692.5585857	284.1657981	0.32944	1.0384	
row1609	223.0708086	22.95537157	0.32969	1.0378	
row1610	346.010611	48.44638545	0.32993	-1.0373	
row1611	155.5191943	189.2884167	0.32994	-1.0373	
row1612	201.1497017	35.78830682	0.32996	-1.0372	
row1613	291.1751731	36.45791124	0.33016	-1.0368	
row1614	562.9970996	190.0386175	0.33059	-1.0358	
row1615	654.3027555	195.1508079	0.33077	1.0354	
row1616	512.8782329	25.51817068	0.33141	1.0339	
row1617	366.8645519	112.2419253	0.33186	-1.0329	
row1618	347.1716747	215.5666042	0.33268	1.031	
row1619	130.1299604	241.5900261	0.33307	1.0302	
row1620	832.5706573	248.3385288	0.33417	-1.0277	
row1621	484.8038398	21.15688173	0.33426	-1.0275	
row1622	417.2862419	200.9155217	0.33434	1.0273	
row1623	742.7289176	27.21787584	0.33505	-1.0257	
row1624	154.8986114	28.83869215	0.33522	1.0253	
row1625	736.4646355	217.806481	0.33527	-1.0252	
row1626	501.8004026	29.59356996	0.3353	1.0251	
row1627	602.8061312	27.61409131	0.33594	-1.0237	
row1628	285.9720428	48.71862364	0.33634	-1.0228	
row1629	726.5440439	241.218075	0.33719	1.0209	
row1630	389.0603292	32.59073355	0.33799	-1.0191	
row1631	426.0842014	26.74061441	0.33822	1.0186	
row1632	302.8898133	152.0255659	0.33843	-1.0181	
row1633	352.9124848	28.0731677	0.33844	1.0181	
row1634	295.1582008	186.5779386	0.33969	-1.0153	
row1635	324.1932937	169.7065819	0.33993	-1.0147	
row1636	624.8134979	34.21765278	0.34043	1.0136	
row1637	826.5179131	217.3121145	0.34076	1.0129	
row1638	423.2759164	226.5550832	0.34109	1.0122	
row1639	329.8708211	154.9040248	0.34113	1.0121	
row1640	111.9028509	238.8937854	0.34154	1.0112	
row1641	459.2027304	192.8645186	0.3416	1.011	
row1642	139.0401552	158.3970705	0.34266	-1.0087	
row1643	194.2203463	25.34942219	0.34269	-1.0086	
row1644	106.2698225	256.0060219	0.34275	1.0085	
row1645	1057.649325	211.8902572	0.34286	-1.0082	
row1646	512.8642294	29.52389388	0.34376	1.0062	
row1647	1175.713609	206.9585157	0.34385	-1.0061	
row1648	395.846075	19.06478416	0.34485	-1.0038	
row1649	509.019339	34.20074043	0.34522	-1.003	
row1650	421.1723729	167.9873031	0.34545	1.0025	
row1651	118.7038503	170.2383136	0.34597	-1.0014	
row1652	119.7772812	253.1918302	0.34629	1.0007	
row1653	317.0373208	282.3074019	0.34647	-1.0003	
row1654	600.6709528	29.07127205	0.34706	-0.99897	
row1655	240.9360852	25.43770585	0.34733	0.99837	
row1656	420.187069	251.7374293	0.34758	-0.99783	
row1657	116.8698093	64.92024481	0.34839	-0.99606	
row1658	339.1909531	225.8041809	0.3487	-0.99537	
row1659	437.2505551	99.43617293	0.34894	0.99487	
row1660	460.8284972	19.25223388	0.34959	-0.99344	
row1661	129.0170578	126.5665269	0.3504	-0.99168	
row1662	751.4695895	210.7654579	0.3506	-0.99124	
row1663	354.2039587	165.084086	0.35122	-0.98988	
row1664	234.9759018	140.0836337	0.35134	0.98963	
row1665	417.1558005	144.6165554	0.35253	-0.98703	
row1666	220.1525159	23.73915118	0.35258	-0.98693	
row1667	163.0764555	55.64477383	0.35267	0.98675	
row1668	116.6347741	225.9549829	0.35283	-0.9864	
row1669	541.0834137	149.5725734	0.35296	-0.98611	
row1670	530.7016316	19.04751906	0.35327	-0.98545	
row1671	458.2324563	283.9311568	0.35351	-0.98492	
row1672	175.072439	47.75652153	0.35387	-0.98414	
row1673	454.813628	24.31337593	0.35392	-0.98403	
row1674	227.0925364	133.8011398	0.35482	-0.9821	
row1675	341.9996091	26.94210014	0.35492	0.98186	
row1676	779.4698488	210.3731329	0.35524	0.98118	
row1677	869.5051088	231.9880706	0.35537	0.9809	
row1678	467.9783839	48.27139019	0.35538	0.98088	
row1679	463.0118654	253.9554978	0.35556	-0.98049	
row1680	106.0694664	20.25966837	0.35572	0.98015	
row1681	283.2279329	184.0184379	0.35603	-0.97948	
row1682	616.7831494	26.53805858	0.3561	-0.97933	
row1683	189.0769227	133.7754445	0.35625	-0.979	
row1684	119.4180411	177.8133076	0.35632	0.97885	
row1685	375.8597088	109.613943	0.35674	-0.97795	
row1686	341.009633	21.69712821	0.35675	-0.97793	
row1687	1271.988575	41.80217624	0.35717	-0.97702	
row1688	814.7800452	25.96671836	0.35721	0.97694	
row1689	381.2488451	282.6266056	0.35722	0.97692	
row1690	350.9961559	20.21556217	0.35859	-0.97398	
row1691	688.7954732	29.16582695	0.35878	-0.97358	
row1692	93.00813233	104.7198164	0.35925	-0.97258	
row1693	595.3434118	216.5691981	0.35942	-0.97221	
row1694	372.8834888	93.09635196	0.35946	0.97212	
row1695	424.9731611	28.52292316	0.35959	0.97184	
row1696	256.9578766	156.6361891	0.35977	0.97146	
row1697	340.0003645	38.45587138	0.36017	-0.9706	
row1698	808.521617	241.5446282	0.3608	0.96926	
row1699	594.782466	150.8009008	0.36136	-0.96807	
row1700	357.8588651	140.4304656	0.36215	0.9664	
row1701	234.8723499	114.8071295	0.36249	0.96567	
row1702	299.0175572	63.17665636	0.36276	-0.96509	
row1703	468.0156753	255.3646121	0.36305	-0.96449	
row1704	166.9244109	28.31959132	0.36329	0.96397	
row1705	276.8663248	82.93476307	0.36359	-0.96334	
row1706	870.6104834	264.6616082	0.36379	0.96292	
row1707	918.5448252	216.6143238	0.36384	-0.96282	
row1708	357.8461662	146.1033411	0.36408	0.96231	
row1709	483.9469844	75.5693945	0.36446	-0.9615	
row1710	229.9353667	152.7277878	0.36467	-0.96106	
row1711	403.157133	273.731736	0.36484	0.9607	
row1712	344.113028	32.45136726	0.36491	0.96054	
row1713	329.2336155	175.4570592	0.36499	-0.96038	
row1714	252.8578465	25.88957703	0.3651	-0.96014	
row1715	421.2570623	213.7778005	0.36518	0.95997	
row1716	467.9899069	54.50508393	0.36529	-0.95975	
row1717	452.843111	140.0593598	0.36686	0.95644	
row1718	210.9138971	129.0366478	0.36704	-0.95606	
row1719	112.6564093	28.52746725	0.36767	-0.95474	
row1720	740.8474678	26.20301767	0.36809	0.95386	
row1721	526.6903779	29.0497433	0.36843	-0.95313	
row1722	481.7488097	199.1187876	0.36901	0.95191	
row1723	856.5168504	227.7266271	0.36919	0.95154	
row1724	496.9727356	254.650726	0.37015	-0.94953	
row1725	450.2628034	135.0765803	0.3702	0.94943	
row1726	919.5504478	211.036125	0.3703	-0.94922	
row1727	434.83264	150.7912472	0.37062	0.94855	
row1728	425.2907319	240.1489595	0.37068	0.94842	
row1729	790.5578193	194.5171937	0.37123	-0.94727	
row1730	658.790392	26.06722836	0.37166	-0.94637	
row1731	154.8688438	19.44527694	0.37218	0.94529	
row1732	125.6755102	202.1433935	0.37229	-0.94506	
row1733	811.5440938	250.5285823	0.37243	-0.94477	
row1734	252.0365151	261.7455348	0.37289	-0.94382	
row1735	624.1098837	208.5482536	0.37307	-0.94345	
row1736	561.3569633	210.912307	0.37316	-0.94327	
row1737	263.2016258	211.1983326	0.37323	-0.94312	
row1738	144.0454552	256.3178327	0.37336	0.94284	
row1739	345.9992331	28.86257864	0.37393	0.94165	
row1740	383.9874711	70.25493567	0.37443	-0.94062	
row1741	224.9005471	31.80510605	0.37455	0.94037	
row1742	401.2913652	251.9672666	0.37485	0.93975	
row1743	420.2969417	273.902988	0.37492	0.9396	
row1744	435.2754168	221.7558463	0.37494	0.93956	
row1745	342.1991259	176.4986055	0.37554	-0.93833	
row1746	329.9996399	40.61599908	0.37565	-0.9381	
row1747	542.382825	41.04762181	0.37615	-0.93707	
row1748	375.2483395	179.6175116	0.37687	-0.93558	
row1749	1220.746308	203.7060012	0.37689	-0.93553	
row1750	842.5986783	236.4781052	0.37713	0.93503	
row1751	1025.510878	192.1644547	0.37738	-0.93453	
row1752	99.04527237	153.5508007	0.37784	-0.93356	
row1753	221.0733878	23.62302345	0.37816	0.93291	
row1754	393.2781295	275.6090087	0.37844	0.93234	
row1755	172.3819944	33.35663728	0.37923	-0.93072	
row1756	341.8784213	156.9089825	0.37978	0.92958	
row1757	733.5661171	251.4891306	0.37997	0.9292	
row1758	397.8468857	143.7208625	0.38063	0.92784	
row1759	166.0623581	78.53086696	0.38067	0.92776	
row1760	969.6129777	217.2958192	0.381	-0.92708	
row1761	136.910246	213.082805	0.38125	-0.92657	
row1762	284.1790923	283.8563057	0.38231	0.9244	
row1763	209.0819305	45.08282532	0.38263	0.92376	
row1764	542.9561307	23.99954356	0.38302	0.92296	
row1765	136.9476123	22.40138782	0.38348	0.92203	
row1766	471.2962892	218.0352208	0.38407	-0.92082	
row1767	317.3716645	149.0569775	0.38458	0.91979	
row1768	410.5639539	43.2473925	0.38482	-0.9193	
row1769	309.2800248	286.4588998	0.38546	0.918	
row1770	235.0086471	21.37781884	0.38547	0.91798	
row1771	214.9963364	20.98356226	0.38572	0.91748	
row1772	871.6282439	254.2199597	0.3862	-0.91649	
row1773	1087.674356	216.9846766	0.38655	0.91579	
row1774	786.6915899	25.4153808	0.38685	-0.91518	
row1775	814.5523451	216.2273417	0.38738	-0.91412	
row1776	543.1226287	62.24158958	0.3877	-0.91345	
row1777	1271.848616	249.4002949	0.38822	-0.91241	
row1778	95.23550015	141.2464483	0.38899	-0.91085	
row1779	273.9170422	162.4840231	0.38964	0.90955	
row1780	657.1575365	278.5839168	0.38975	-0.90932	
row1781	489.2536393	296.7983115	0.38979	-0.90924	
row1782	601.3114393	266.186362	0.39029	0.90824	
row1783	622.7918826	27.99916582	0.39065	0.90752	
row1784	449.3129713	232.471285	0.391	0.90681	
row1785	730.7589287	20.39345475	0.39125	-0.9063	
row1786	97.0295039	106.5244332	0.39143	-0.90596	
row1787	377.2816108	247.4544967	0.39162	0.90557	
row1788	376.2785305	243.7929774	0.39288	0.90304	
row1789	112.8850818	216.5471429	0.3932	-0.90241	
row1790	311.186411	87.77734752	0.3932	0.9024	
row1791	281.239941	239.776164	0.39345	0.90191	
row1792	940.7241383	34.24733586	0.39346	0.90189	
row1793	164.0115903	181.6605736	0.39347	-0.90186	
row1794	799.5338234	212.8208392	0.39409	-0.90063	
row1795	473.8035714	29.56503886	0.39436	-0.90009	
row1796	386.3437348	149.5386491	0.39526	0.89829	
row1797	314.0779942	279.0404298	0.39529	0.89824	
row1798	538.7955016	39.48722855	0.39627	-0.89628	
row1799	689.1206861	186.9488548	0.39641	-0.89601	
row1800	320.2443218	283.5322373	0.39648	-0.89586	
row1801	234.8710047	23.34171269	0.39682	0.89519	
row1802	646.8568884	25.63913671	0.39718	0.89447	
row1803	315.0088012	29.63416226	0.39731	0.89422	
row1804	468.8551139	29.54503183	0.39735	-0.89415	
row1805	368.8574089	94.132788	0.39738	0.89408	
row1806	317.2608232	251.9346475	0.39744	0.89396	
row1807	693.4373895	217.9586012	0.39919	-0.8905	
row1808	661.5193079	255.3159765	0.3994	0.89008	
row1809	197.0762285	22.2721089	0.39975	0.88938	
row1810	285.2433898	187.7372197	0.39984	-0.88921	
row1811	197.0819573	175.6940748	0.39995	-0.88899	
row1812	321.9112498	103.4055118	0.40077	0.88737	
row1813	443.2475469	296.6874853	0.40108	0.88675	
row1814	355.8604706	155.8601462	0.40149	0.88595	
row1815	96.20789265	57.6792437	0.4026	-0.88376	
row1816	263.9268669	154.7005544	0.40275	0.88348	
row1817	390.2945196	249.4272786	0.4028	0.88338	
row1818	375.2753865	248.1721322	0.40375	0.8815	
row1819	95.98503069	146.4207477	0.4038	-0.8814	
row1820	222.0569799	20.20373323	0.40465	-0.87975	
row1821	483.2962715	165.4314853	0.40518	-0.87869	
row1822	1176.715079	205.7863602	0.40524	0.87859	
row1823	414.8174227	28.06251538	0.40577	0.87755	
row1824	219.087475	152.1238964	0.4059	-0.8773	
row1825	527.321978	150.4562616	0.40592	-0.87726	
row1826	823.4939401	210.464198	0.40761	-0.87395	
row1827	436.2788091	218.7812081	0.40774	0.8737	
row1828	118.0227165	21.16468697	0.40783	0.87352	
row1829	780.4929567	217.8369081	0.40873	-0.87178	
row1830	94.98689185	109.6173397	0.409	-0.87124	
row1831	255.0878679	50.44268479	0.40907	-0.87111	
row1832	402.276932	236.4637246	0.40909	-0.87109	
row1833	371.8623867	161.4448419	0.40938	0.87051	
row1834	240.945577	130.2057811	0.40963	0.87003	
row1835	247.1024824	197.9773519	0.4097	0.86988	
row1836	121.9440932	42.41157625	0.41175	0.86592	
row1837	185.1228015	25.32264791	0.41218	0.86508	
row1838	391.2973119	248.2829541	0.41225	0.86495	
row1839	1087.679017	203.7374115	0.41281	-0.86387	
row1840	499.3120136	25.64667769	0.41335	-0.86283	
row1841	142.9436133	29.00974365	0.414	-0.86157	
row1842	585.0164636	29.43146408	0.4141	-0.86138	
row1843	531.7777786	29.28732596	0.41424	-0.86111	
row1844	650.9604301	32.67945265	0.41536	-0.85896	
row1845	417.1648685	275.4655557	0.41588	0.85795	
row1846	693.3442623	20.75660253	0.41591	-0.8579	
row1847	530.3425149	213.7182472	0.41605	-0.85763	
row1848	364.8419584	113.6473479	0.41609	-0.85755	
row1849	104.7801364	222.0269505	0.41764	0.85459	
row1850	341.2698148	199.5530344	0.41779	-0.85429	
row1851	474.7404425	195.3497787	0.41786	-0.85415	
row1852	382.8782599	145.0125859	0.41808	0.85373	
row1853	195.6767197	26.10889889	0.4183	-0.85332	
row1854	313.8982414	215.7093973	0.41886	-0.85224	
row1855	234.9292886	29.48576332	0.41887	-0.85223	
row1856	282.0475181	24.33518238	0.41912	-0.85174	
row1857	149.0095143	215.1997874	0.41934	-0.85132	
row1858	655.1547805	187.6165453	0.42017	0.84974	
row1859	852.7553233	28.05411191	0.42043	-0.84925	
row1860	309.2071473	116.9921956	0.42049	-0.84913	
row1861	883.5551365	216.3866303	0.42105	-0.84807	
row1862	390.0639995	34.82740615	0.42147	-0.84727	
row1863	336.8987034	125.5311157	0.42208	0.84611	
row1864	419.3285111	271.6872651	0.42221	0.84587	
row1865	102.1771569	241.3604604	0.42241	0.84547	
row1866	382.2352909	180.4495542	0.42252	-0.84526	
row1867	407.2752182	214.4070333	0.42283	-0.84468	
row1868	96.97228214	42.14862871	0.42316	-0.84406	
row1869	111.0088152	32.84260584	0.42339	0.84362	
row1870	337.1846952	168.1150007	0.42573	-0.83919	
row1871	389.291077	249.5621819	0.42667	0.83741	
row1872	387.0973166	215.9094102	0.42689	0.837	
row1873	381.2283097	160.3301129	0.42689	-0.837	
row1874	869.5051212	231.9266302	0.42695	0.83688	
row1875	338.2392892	251.6797462	0.42711	-0.83658	
row1876	1271.775765	252.6265212	0.42791	-0.83506	
row1877	404.4603348	274.85537	0.42798	0.83493	
row1878	222.0767372	22.06810308	0.42838	0.83418	
row1879	1131.695779	204.2917381	0.42871	0.83356	
row1880	405.3124821	275.1902247	0.42877	0.83346	
row1881	448.8456453	48.51441108	0.42879	-0.83341	
row1882	423.0097267	170.3222473	0.42884	0.83331	
row1883	232.9147047	27.5995064	0.42922	-0.83261	
row1884	278.9301863	258.2116468	0.42985	-0.83143	
row1885	292.8307279	27.85361065	0.43042	0.83036	
row1886	1017.585428	41.79186712	0.43055	-0.8301	
row1887	301.0734824	24.97680493	0.43126	0.82877	
row1888	573.618776	213.2243454	0.43148	0.82836	
row1889	298.8774504	122.0540759	0.43422	0.82324	
row1890	337.367741	159.667053	0.43438	0.82294	
row1891	173.0818992	30.6013346	0.43487	-0.82203	
row1892	129.7223606	249.3472109	0.43581	0.82028	
row1893	527.0214956	187.7594795	0.43592	0.82008	
row1894	798.8062449	25.52137312	0.43602	0.81989	
row1895	216.9371726	28.67160532	0.43614	-0.81967	
row1896	363.2214035	181.4800698	0.43635	-0.81929	
row1897	790.7338486	30.00740769	0.4364	-0.8192	
row1898	95.96278011	122.2428041	0.43645	-0.81909	
row1899	430.8367269	139.0637117	0.43656	0.81889	
row1900	394.2813964	275.581357	0.43658	0.81885	
row1901	569.3675405	242.773648	0.43658	-0.81885	
row1902	348.8538713	35.32965671	0.43669	-0.81866	
row1903	442.9793321	31.77707289	0.43733	-0.81745	
row1904	140.9759123	18.68410654	0.43739	-0.81736	
row1905	347.2437301	222.5544376	0.43765	0.81687	
row1906	655.1592645	278.7093559	0.43852	0.81525	
row1907	226.1448518	237.5294108	0.43924	-0.81393	
row1908	473.9364739	50.7704393	0.43951	-0.81343	
row1909	310.9567056	217.5705226	0.44034	0.8119	
row1910	890.307187	33.61714343	0.44034	-0.8119	
row1911	354.9084172	27.41427876	0.44035	-0.81188	
row1912	112.0404291	52.52812663	0.44048	-0.81163	
row1913	408.8519906	27.68902312	0.44053	0.81155	
row1914	181.0717987	19.0960685	0.44062	-0.81138	
row1915	468.0149699	249.5766577	0.44099	-0.81069	
row1916	207.6756267	21.23099316	0.44224	-0.8084	
row1917	508.1215303	232.1961498	0.44302	0.80695	
row1918	403.3064133	273.9527775	0.44334	0.80637	
row1919	504.7533322	24.90277283	0.44354	-0.80601	
row1920	278.8841757	44.52736107	0.44365	-0.8058	
row1921	109.0315388	237.446052	0.4438	-0.80552	
row1922	420.3302976	276.1393965	0.44463	0.804	
row1923	112.2291327	252.3025366	0.44547	-0.80245	
row1924	841.5788871	237.1935699	0.44551	-0.80239	
row1925	557.7727113	145.265727	0.44556	-0.8023	
row1926	315.8981717	147.3232887	0.44559	0.80224	
row1927	418.3255427	272.3331319	0.44614	0.80124	
row1928	446.8781664	89.1065189	0.44645	0.80066	
row1929	733.7767936	33.88313273	0.44795	-0.79792	
row1930	438.244044	179.3218594	0.44958	0.79495	
row1931	376.8737435	152.2113311	0.44997	0.79425	
row1932	654.7993663	25.85620037	0.45165	0.79119	
row1933	525.3112616	283.4835101	0.45172	-0.79106	
row1934	406.3145382	274.7875371	0.45188	0.79078	
row1935	1271.781837	255.3748882	0.45237	0.78988	
row1936	868.601455	251.1815137	0.45239	-0.78984	
row1937	350.9698577	200.41591	0.45244	-0.78975	
row1938	697.8640961	32.77863765	0.45276	0.78917	
row1939	99.92581378	185.8892286	0.45312	-0.78853	
row1940	165.0407592	218.2042256	0.45323	0.78833	
row1941	140.9193625	129.3840915	0.45336	-0.78809	
row1942	193.8249797	252.0207021	0.45404	0.78687	
row1943	714.8000313	33.03972816	0.45538	0.78444	
row1944	427.269881	213.6712785	0.45584	-0.78362	
row1945	1236.883863	250.1078132	0.45587	-0.78355	
row1946	881.5043619	229.4610307	0.45636	-0.78267	
row1947	255.9607295	153.3323173	0.45711	0.78132	
row1948	417.3217167	274.2876125	0.45713	0.78129	
row1949	243.179575	58.76758181	0.45837	0.77906	
row1950	284.356098	282.5873685	0.4586	0.77865	
row1951	367.1476036	24.61539868	0.45911	0.77774	
row1952	851.5735662	251.5708423	0.45926	-0.77745	
row1953	420.4115191	183.251444	0.45952	-0.777	
row1954	236.9118748	124.1841231	0.45967	-0.77673	
row1955	463.1589662	138.991785	0.45971	0.77666	
row1956	347.013766	48.35404099	0.45986	-0.77638	
row1957	867.5954	243.159062	0.46027	-0.77564	
row1958	368.8441115	133.962714	0.46107	0.77422	
row1959	448.8463619	224.8065055	0.46166	-0.77315	
row1960	1271.872967	248.5772004	0.46176	-0.77298	
row1961	506.9897653	129.5032761	0.46266	-0.77136	
row1962	378.2364981	252.574484	0.4632	0.7704	
row1963	196.8436286	18.06531782	0.46342	-0.77002	
row1964	506.2888922	213.8789533	0.46345	0.76996	
row1965	682.9913255	30.87607298	0.46358	-0.76973	
row1966	240.0630261	233.1628501	0.46424	0.76856	
row1967	868.54609	212.2493703	0.46544	-0.76642	
row1968	346.8787193	149.8355589	0.46633	-0.76484	
row1969	135.0022306	141.438531	0.46637	0.76477	
row1970	1132.697611	206.9507013	0.46693	-0.76377	
row1971	867.5027838	224.4173531	0.46766	-0.76247	
row1972	400.2248348	233.0998148	0.46922	-0.75971	
row1973	1271.721014	257.9263626	0.46941	-0.75938	
row1974	509.1180219	231.9192871	0.47017	0.75803	
row1975	109.6601351	216.2017329	0.47044	0.75756	
row1976	1271.842547	235.7268591	0.47048	-0.75749	
row1977	220.1762978	23.27726145	0.47058	-0.75732	
row1978	437.1922247	220.6084756	0.47092	0.75671	
row1979	525.9079141	49.95136576	0.47118	0.75624	
row1980	638.3758344	215.4542975	0.47161	-0.75548	
row1981	174.9547185	248.9375728	0.47195	-0.75488	
row1982	454.9255949	241.6583304	0.47249	-0.75394	
row1983	308.9234583	24.91235287	0.47266	-0.75365	
row1984	1271.879064	253.3228088	0.47285	-0.7533	
row1985	281.1079473	180.5998187	0.47292	-0.75319	
row1986	1271.872945	256.1638685	0.47343	-0.75228	
row1987	511.0797614	192.596313	0.47379	-0.75166	
row1988	540.8286142	32.4180428	0.47384	0.75156	
row1989	562.9343702	32.00697961	0.47403	-0.75123	
row1990	221.1169689	18.56456039	0.47507	-0.74941	
row1991	245.1030538	153.4406594	0.4753	-0.749	
row1992	869.5429426	217.4260052	0.47563	-0.74842	
row1993	594.8427565	26.20031687	0.47585	0.74805	
row1994	301.9037691	163.1747101	0.47614	-0.74753	
row1995	195.8109174	27.274807	0.47667	0.74659	
row1996	108.0067293	170.2909898	0.47685	-0.74628	
row1997	887.5619736	264.2515371	0.47709	-0.74586	
row1998	444.3146781	281.979768	0.47727	-0.74556	
row1999	415.3064494	251.873096	0.47779	0.74464	
row2000	501.9363584	53.46454471	0.47782	-0.74458	
row2001	448.9962429	250.544944	0.47878	-0.74292	
row2002	245.141072	69.21869372	0.47899	0.74254	
row2003	316.9094321	26.93633137	0.47908	0.74238	
row2004	779.8641888	25.47419637	0.47922	0.74215	
row2005	852.6116703	236.7583116	0.47954	0.74159	
row2006	367.2435859	248.1466976	0.47981	0.74111	
row2007	500.1499746	169.8671689	0.47989	0.74097	
row2008	695.7808956	32.76100059	0.48031	0.74024	
row2009	391.2524011	274.1883059	0.4808	0.73938	
row2010	167.1078148	84.53729316	0.48188	-0.73751	
row2011	211.9135243	121.4976686	0.48205	-0.73722	
row2012	404.3093012	262.392193	0.48265	0.73618	
row2013	403.4574849	274.5443759	0.48329	0.73506	
row2014	410.8387393	59.38615352	0.48407	-0.73371	
row2015	756.5565301	245.7803566	0.48414	-0.73359	
row2016	376.8547259	110.5856637	0.48431	-0.7333	
row2017	311.295473	291.8085955	0.4845	0.73296	
row2018	481.9432662	45.48557417	0.48483	-0.73239	
row2019	771.5672398	213.6836304	0.48519	-0.73177	
row2020	705.3424927	32.27330557	0.48582	-0.73068	
row2021	459.8715909	25.46431862	0.48623	0.72997	
row2022	1231.264351	27.41594732	0.48723	0.72824	
row2023	759.5727904	234.4409692	0.48771	-0.72741	
row2024	223.9438754	24.15655342	0.48821	0.72655	
row2025	828.5776623	257.50812	0.48865	-0.72579	
row2026	343.2488808	212.9112303	0.48914	0.72496	
row2027	837.5474327	243.2613816	0.48932	-0.72464	
row2028	112.9781177	32.92870802	0.48949	-0.72435	
row2029	241.9661199	193.2117451	0.48959	-0.72418	
row2030	117.6448434	219.6071749	0.49035	-0.72287	
row2031	412.8214332	141.6154903	0.49065	0.72236	
row2032	225.2222648	176.9859766	0.49172	-0.72052	
row2033	663.2441446	189.6967944	0.49284	-0.7186	
row2034	353.2179133	253.4425332	0.49326	0.71788	
row2035	850.5509443	252.9408611	0.49401	-0.7166	
row2036	299.2591471	205.7966066	0.4945	0.71575	
row2037	98.02472848	222.719327	0.49474	-0.71535	
row2038	827.5646656	240.085992	0.49507	0.71478	
row2039	663.4297892	219.1523607	0.49563	-0.71383	
row2040	348.8538759	144.062121	0.4957	-0.7137	
row2041	795.5113121	218.402985	0.49679	0.71185	
row2042	404.8967253	26.29211562	0.49696	0.71156	
row2043	365.2462574	248.0424145	0.4981	0.70962	
row2044	619.3979992	215.0392628	0.49812	-0.70958	
row2045	168.8363183	27.11711452	0.4991	0.70791	
row2046	442.318218	275.8583597	0.49921	0.70773	
row2047	596.7844634	24.70424014	0.50151	-0.70382	
row2048	424.2792402	229.487773	0.50169	-0.70352	
row2049	312.8495546	23.10779664	0.50203	0.70294	
row2050	513.1667298	175.8418249	0.50265	-0.7019	
row2051	739.4262785	221.0665689	0.5028	-0.70164	
row2052	395.2750035	264.5686789	0.50286	0.70153	
row2053	348.0063945	24.25927935	0.50312	-0.70111	
row2054	274.9064254	112.4336735	0.50374	0.70005	
row2055	663.533032	251.6757998	0.50378	0.69999	
row2056	313.8679236	25.37277474	0.50505	0.69784	
row2057	1087.669539	217.252218	0.50553	0.69703	
row2058	241.0565617	147.0518728	0.50602	0.69621	
row2059	382.8068737	27.98005622	0.50682	-0.69485	
row2060	824.5446298	250.9152354	0.5071	-0.69438	
row2061	212.9476823	30.1177277	0.50786	-0.6931	
