massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row516	421.0053453	23.5284508	0.038294	2.4769	
row517	865.565953	238.0745923	0.038386	-2.4754	
row518	565.7930577	20.73191231	0.03904	-2.4646	
row519	365.2369299	188.652865	0.039308	-2.4602	
row520	752.7786666	27.71435346	0.039318	-2.46	
row521	670.6771686	26.89669008	0.039405	-2.4586	
row522	736.4565969	210.7176513	0.039798	-2.4522	
row523	517.3287139	213.8408103	0.039971	-2.4494	
row524	781.4799509	213.4008876	0.040051	-2.4482	
row525	502.294147	213.1061892	0.040087	2.4476	
row526	97.74750735	67.98828293	0.040377	-2.443	
row527	468.8592132	196.3535708	0.040944	-2.434	
row528	666.7302121	24.31298542	0.04106	-2.4322	
row529	1271.970422	38.18871592	0.041187	-2.4302	
row530	1271.970398	35.66600029	0.041207	-2.4299	
row531	154.9118047	145.601001	0.041493	2.4255	
row532	340.8964539	159.4819958	0.041547	-2.4247	
row533	445.9832469	19.14794265	0.041869	-2.4197	
row534	1001.616065	210.9458443	0.042038	-2.4171	
row535	542.2506499	165.1040038	0.042279	2.4135	
row536	533.7843778	26.62462321	0.042508	-2.41	
row537	751.4806461	214.2855899	0.042803	-2.4056	
row538	532.7185919	22.36021274	0.042842	-2.405	
row539	388.7943262	25.43036401	0.043101	-2.4011	
row540	1021.06147	23.37354206	0.043191	-2.3998	
row541	204.053962	26.27720104	0.043445	-2.396	
row542	362.0510427	34.05809476	0.043496	2.3953	
row543	677.4115297	209.3421211	0.043874	-2.3897	
row544	656.7033911	25.42423127	0.043926	-2.389	
row545	868.5356967	217.4226883	0.043938	-2.3888	
row546	398.3275229	236.7526834	0.044031	2.3874	
row547	298.9428736	187.0823048	0.04405	-2.3872	
row548	869.5292007	220.0475401	0.044196	2.3851	
row549	594.3505601	216.1538335	0.044553	-2.3799	
row550	441.9726645	28.93334818	0.04456	2.3798	
row551	303.3303963	232.9093234	0.044599	2.3792	
row552	712.757988	25.21779868	0.044769	-2.3768	
row553	862.552544	256.537612	0.045613	2.3648	
row554	626.3314404	150.1332854	0.045695	2.3637	
row555	361.8772831	150.3087622	0.045983	2.3597	
row556	823.5066227	217.5490036	0.046048	-2.3587	
row557	955.5831623	216.951713	0.046075	-2.3584	
row558	589.8172443	32.18534145	0.0461	-2.358	
row559	796.2133704	179.9877535	0.046251	-2.3559	
row560	384.8937524	27.68273473	0.0464	-2.3539	
row561	442.8517455	27.08951455	0.046797	-2.3484	
row562	796.5148939	229.2608726	0.047278	2.3419	
row563	153.0921712	63.85413217	0.047488	-2.339	
row564	256.328169	251.4872804	0.047575	-2.3379	
row565	1000.604424	209.5026133	0.047661	-2.3367	
row566	383.9572003	46.70836543	0.047943	-2.3329	
row567	151.0626253	23.79447278	0.047994	2.3322	
row568	92.03451793	34.52652514	0.048043	2.3316	
row569	306.2520229	243.2773781	0.048263	2.3287	
row570	912.5489044	207.8720991	0.04841	-2.3267	
row571	436.9072305	26.60054135	0.048669	-2.3233	
row572	236.9293138	150.6153601	0.048768	2.322	
row573	127.7165536	186.7011694	0.048926	-2.3199	
row574	750.4809886	219.6411314	0.048961	-2.3195	
row575	472.7549543	26.02415555	0.049367	-2.3142	
row576	317.0386058	25.32055186	0.049397	2.3138	
row577	96.46080747	57.35152676	0.049537	-2.312	
row578	867.5336408	208.9646536	0.049548	-2.3118	
row579	97.4823906	73.65224405	0.049556	-2.3117	
row580	96.95427795	37.15571288	0.049744	-2.3093	
row581	172.943967	150.7093955	0.049819	-2.3083	
row582	869.5085435	233.8990226	0.049948	2.3067	
row583	382.8863139	133.653273	0.050018	-2.3058	
row584	89.1464054	28.55215965	0.050122	-2.3044	
row585	691.4276408	210.8407896	0.0502	-2.3034	
row586	312.9508716	23.45478114	0.050245	-2.3029	
row587	275.8810363	80.68619968	0.05051	-2.2995	
row588	816.7247029	24.973451	0.050766	-2.2963	
row589	353.995631	18.36685045	0.050991	2.2934	
row590	618.3938838	218.0495906	0.051045	-2.2928	
row591	760.4978605	244.0941255	0.051788	-2.2835	
row592	704.4886733	230.2708211	0.05219	-2.2785	
row593	260.90868	150.8548003	0.052225	-2.2781	
row594	183.0160453	24.04700714	0.052506	2.2747	
row595	668.7758454	29.49635885	0.052697	-2.2723	
row596	314.2338578	194.9794222	0.052726	2.272	
row597	270.2519745	265.6612671	0.052753	2.2717	
row598	648.4049866	213.1787266	0.052868	-2.2703	
row599	758.7644519	32.01125691	0.053055	-2.268	
row600	540.953431	28.2827968	0.053431	2.2635	
row601	341.206612	232.7480931	0.054165	-2.2547	
row602	881.5393526	214.5536894	0.054449	-2.2514	
row603	252.4908153	39.59840475	0.054625	-2.2493	
row604	445.1427886	169.4159663	0.054769	-2.2476	
row605	448.9885961	37.5496122	0.054859	-2.2466	
row606	614.7618468	28.1195243	0.05521	-2.2425	
row607	912.5599969	212.0502899	0.055545	-2.2386	
row608	441.010477	25.64878118	0.055578	2.2382	
row609	509.0100997	35.14863415	0.056089	-2.2324	
row610	412.8000258	26.8303794	0.056572	-2.2269	
row611	568.9557636	42.3092821	0.056774	-2.2246	
row612	402.6897839	27.61721999	0.056958	-2.2225	
row613	287.9936884	46.66881784	0.05726	-2.2191	
row614	111.1316451	274.0815209	0.057604	-2.2153	
row615	290.1893608	192.1063019	0.057794	2.2132	
row616	308.198318	175.8385009	0.057797	-2.2131	
row617	217.0299726	23.41593246	0.057882	2.2122	
row618	344.8538021	30.33924261	0.058403	-2.2065	
row619	320.2174908	210.931625	0.05881	2.202	
row620	340.8575867	50.92996557	0.058969	-2.2003	
row621	352.2247916	182.78296	0.059108	2.1988	
row622	478.7295269	23.98670201	0.059241	2.1973	
row623	574.9650888	43.22573259	0.060026	-2.1889	
row624	614.8048621	22.72586232	0.060155	-2.1875	
row625	637.9266114	29.34876496	0.060284	2.1861	
row626	781.4858091	217.7649389	0.060303	-2.1859	
row627	1271.939995	90.91009916	0.060783	-2.1808	
row628	331.2492557	164.8201406	0.06087	2.1799	
row629	404.8628558	30.53251387	0.061338	-2.175	
row630	737.4606161	217.8980105	0.061615	-2.1721	
row631	481.7842841	23.30593694	0.061783	-2.1704	
row632	294.2696049	25.94540216	0.062153	-2.1665	
row633	295.134109	82.43967962	0.062412	-2.1639	
row634	620.84634	26.78834466	0.062817	2.1597	
row635	496.8063451	154.0930377	0.062903	2.1588	
row636	277.0329423	20.44209556	0.063064	2.1572	
row637	956.5947383	217.1714983	0.063094	-2.1569	
row638	328.8908185	94.01482667	0.063196	2.1559	
row639	882.5622903	213.2326417	0.063209	2.1557	
row640	116.5998226	192.8720423	0.063292	2.1549	
row641	869.5532682	228.0747981	0.063729	-2.1505	
row642	368.9068948	29.0771259	0.064204	-2.1457	
row643	298.8961018	148.28877	0.064583	-2.1419	
row644	284.8860451	42.1908068	0.064589	2.1419	
row645	687.5430929	257.0302175	0.065386	2.134	
row646	999.6071474	216.539595	0.065627	-2.1316	
row647	339.2361689	247.2489487	0.066072	-2.1273	
row648	603.3745475	211.0602756	0.066159	-2.1264	
row649	305.2487651	241.3149927	0.066611	2.1221	
row650	377.0858811	21.8297617	0.066957	2.1187	
row651	96.70522839	33.73372981	0.067071	-2.1176	
row652	817.5363471	235.9633493	0.067679	-2.1118	
row653	882.5517193	216.7576935	0.067833	-2.1104	
row654	195.9395511	136.7628672	0.067904	2.1097	
row655	528.8526547	26.79681257	0.068263	2.1063	
row656	116.8640739	240.4491193	0.068321	-2.1058	
row657	307.1918266	122.1395875	0.068731	-2.1019	
row658	779.4874267	213.4925026	0.069439	-2.0953	
row659	883.548109	236.2338467	0.069449	2.0953	
row660	839.5284312	213.8481713	0.069469	-2.0951	
row661	313.1658658	53.44412555	0.069824	-2.0918	
row662	751.4751257	218.2012737	0.070249	-2.0879	
row663	284.9094687	148.2485945	0.07028	2.0876	
row664	407.2652451	197.6922302	0.070348	-2.087	
row665	371.1897035	209.6231945	0.070537	2.0853	
row666	782.7243759	32.32580546	0.070641	2.0843	
row667	300.0803037	279.8017818	0.071705	2.0747	
row668	156.0227595	23.83121062	0.071855	-2.0733	
row669	315.2174294	177.0767811	0.072064	-2.0715	
row670	546.9763773	40.62157688	0.072251	-2.0698	
row671	650.4102895	211.2709749	0.072509	-2.0675	
row672	433.0145139	34.31896717	0.072658	-2.0662	
row673	307.1951043	175.6321659	0.07284	-2.0646	
row674	774.529383	230.3687249	0.073052	-2.0627	
row675	96.94864878	37.55350819	0.073224	-2.0612	
row676	681.403721	219.6814118	0.073279	-2.0607	
row677	930.6734723	31.11200324	0.073456	-2.0592	
row678	316.8957264	133.8870601	0.073496	2.0588	
row679	469.9003723	26.58855962	0.07361	2.0578	
row680	909.5490354	248.4357259	0.073649	-2.0575	
row681	134.0473082	22.99904684	0.073857	2.0556	
row682	455.2422071	228.1403979	0.074256	-2.0522	
row683	912.5710612	225.9684993	0.074418	-2.0508	
row684	466.4964601	272.8554791	0.074475	-2.0503	
row685	542.8085121	29.98545474	0.074822	-2.0473	
row686	622.210432	260.913298	0.074913	-2.0465	
row687	168.9995039	159.0051455	0.075012	-2.0457	
row688	485.2525019	245.5967648	0.075251	-2.0436	
row689	166.0954379	56.22382594	0.075263	-2.0435	
row690	742.4519305	229.3817825	0.075349	2.0428	
row691	377.1615121	168.6739759	0.075713	-2.0397	
row692	491.8393814	31.70946495	0.075908	2.038	
row693	486.7592078	193.391675	0.076402	2.0338	
row694	1271.946093	50.06281995	0.076423	-2.0337	
row695	300.0847193	290.8396302	0.076803	-2.0305	
row696	1271.964351	38.73266149	0.076899	-2.0296	
row697	531.0019739	34.28092119	0.077094	-2.028	
row698	409.133239	22.41969166	0.077509	2.0246	
row699	397.2267863	168.4222219	0.077602	-2.0238	
row700	168.0236243	150.9962309	0.077675	2.0232	
row701	295.1751173	168.2929232	0.078127	-2.0194	
row702	218.1035265	22.64307872	0.07872	-2.0146	
row703	97.21599665	38.65379165	0.078738	-2.0144	
row704	761.4951552	253.0751374	0.078996	-2.0123	
row705	429.1556607	168.8710016	0.079108	-2.0114	
row706	511.2922523	41.83628631	0.079364	-2.0093	
row707	335.1898138	223.4311314	0.080181	2.0027	
row708	254.1479456	64.68822985	0.080422	-2.0008	
row709	537.3384018	270.6779828	0.080854	-1.9973	
row710	316.0448972	39.71765296	0.081161	-1.9949	
row711	611.037811	203.1587734	0.081753	-1.9902	
row712	549.321837	216.2144519	0.081923	-1.9888	
row713	553.7922493	30.80265087	0.082091	-1.9875	
row714	329.0304136	25.24260413	0.082476	-1.9845	
row715	255.0599466	45.15200473	0.082536	-1.984	
row716	568.777424	21.70636406	0.082837	-1.9816	
row717	350.8697115	27.15015993	0.082903	-1.9811	
row718	96.98087366	31.24032049	0.083328	-1.9778	
row719	263.165479	77.64070483	0.083454	-1.9769	
row720	875.4773629	213.1085595	0.083515	-1.9764	
row721	792.3294691	32.60519376	0.083719	1.9748	
row722	1062.809789	252.3086642	0.083723	-1.9748	
row723	317.0518583	25.93124923	0.083926	1.9732	
row724	439.1139626	124.4426488	0.084123	1.9717	
row725	567.5306922	279.533908	0.084178	1.9713	
row726	281.1615767	252.3847577	0.084326	1.9701	
row727	837.5213871	210.2489853	0.085269	-1.9629	
row728	314.8755216	160.2857709	0.085273	-1.9629	
row729	754.7225465	24.55354764	0.085351	-1.9623	
row730	781.4973554	225.2604444	0.08657	-1.9532	
row731	662.4197593	217.9606384	0.086603	-1.9529	
row732	610.8391737	27.95208182	0.086789	-1.9515	
row733	162.8935072	50.568966	0.086932	-1.9504	
row734	300.9193338	29.48074778	0.087011	-1.9499	
row735	330.265169	222.3894131	0.088018	1.9424	
row736	552.9853218	38.61465456	0.088075	-1.942	
row737	436.8227003	41.43481904	0.088936	-1.9357	
row738	537.954003	30.19205249	0.088962	1.9355	
row739	378.8523218	126.5360289	0.088977	-1.9354	
row740	878.7258465	29.20465322	0.089333	-1.9328	
row741	560.3535232	214.1162317	0.089442	-1.932	
row742	838.5175015	217.9761241	0.0901	-1.9273	
row743	255.1542078	251.5863125	0.090113	-1.9272	
row744	957.5920164	217.1256641	0.090257	-1.9261	
row745	663.7923216	29.92838272	0.090283	-1.9259	
row746	538.7904444	189.8056427	0.090381	-1.9252	
row747	552.80385	21.7859184	0.090556	-1.924	
row748	885.5535415	247.9335208	0.090596	1.9237	
row749	318.9524804	25.54066411	0.090693	1.923	
row750	642.9298984	22.78116297	0.090995	1.9209	
row751	97.4727689	59.09436989	0.09103	-1.9206	
row752	164.3918194	46.58616089	0.091397	-1.918	
row753	463.9536733	29.81299552	0.091753	1.9155	
row754	232.8589962	165.7274348	0.091951	1.9141	
row755	869.5532635	222.6530002	0.092075	-1.9132	
row756	913.5669763	207.6861164	0.092203	-1.9123	
row757	894.7403208	28.6047259	0.092809	-1.9081	
row758	352.2576529	245.5600485	0.093265	-1.9049	
row759	482.8047689	25.33707482	0.093287	-1.9047	
row760	349.2056276	173.2334279	0.093353	-1.9043	
row761	606.3808539	211.4867876	0.093438	-1.9037	
row762	548.7954572	26.12788709	0.093697	-1.9019	
row763	461.7910307	27.96008088	0.094021	-1.8996	
row764	741.4512499	233.3889629	0.094301	1.8977	
row765	116.2549851	177.8586935	0.094589	-1.8957	
row766	226.189427	201.3108052	0.094609	1.8956	
row767	96.45140089	97.36499564	0.094897	-1.8936	
row768	319.03388	163.6094349	0.095088	-1.8923	
row769	639.2663395	225.9988451	0.095129	-1.892	
row770	427.0069122	31.63315218	0.095403	-1.8902	
row771	157.0618554	80.8475	0.095911	-1.8867	
row772	199.9694237	28.26057613	0.09595	-1.8864	
row773	758.2935897	114.431475	0.095963	1.8864	
row774	321.9661673	39.06096128	0.09598	-1.8862	
row775	375.0347873	52.1399324	0.096472	-1.8829	
row776	239.0925302	50.86817606	0.097302	-1.8773	
row777	400.9677501	23.38884247	0.097714	1.8746	
row778	368.909699	159.7588651	0.097921	-1.8732	
row779	460.2648506	179.6591245	0.098173	-1.8715	
row780	345.1245115	180.1622129	0.098229	-1.8712	
row781	786.4786165	179.550786	0.098388	-1.8701	
row782	911.5657735	225.9891498	0.098745	-1.8678	
row783	411.0331978	39.48215336	0.098799	-1.8674	
row784	438.7770706	29.60753595	0.098857	-1.867	
row785	313.052514	28.90549721	0.099159	-1.865	
row786	345.2921157	284.3029584	0.099176	1.8649	
row787	1015.632421	212.3261338	0.099261	-1.8644	
row788	455.0063459	47.83067291	0.099261	-1.8644	
row789	699.3731009	215.0461756	0.099262	-1.8644	
row790	386.8384154	24.04213459	0.099376	-1.8636	
row791	133.3575068	22.6698605	0.099515	-1.8627	
row792	581.7888616	26.54826534	0.099667	-1.8617	
row793	172.3821924	217.546575	0.099838	-1.8606	
row794	338.2091387	176.5102382	0.10011	-1.8588	
row795	160.9113853	289.8546396	0.10012	-1.8588	
row796	1271.964303	47.18072564	0.10032	-1.8575	
row797	148.7669071	221.6316414	0.10057	1.8558	
row798	566.3478835	192.1487832	0.10062	1.8555	
row799	1271.964354	34.52773061	0.10099	-1.8531	
row800	355.285533	285.6584195	0.10121	-1.8517	
row801	258.873596	27.77061033	0.10126	-1.8514	
row802	725.4258214	215.6224298	0.10168	-1.8487	
row803	911.5473182	217.3792854	0.10233	-1.8446	
row804	234.0813422	33.98398326	0.10298	-1.8404	
row805	389.8493008	153.8270927	0.1032	1.839	
row806	360.865147	97.04379894	0.10335	-1.8381	
row807	134.0176258	21.06866636	0.10374	1.8356	
row808	335.8759779	153.7372756	0.10374	1.8356	
row809	324.8484097	28.5955019	0.10381	-1.8352	
row810	451.1513051	206.0201458	0.10424	-1.8325	
row811	268.9244855	151.2075223	0.10446	-1.8311	
row812	359.2441279	214.4982252	0.10473	-1.8294	
row813	526.2576751	199.7830962	0.10476	1.8293	
row814	779.4845149	217.7489708	0.10489	-1.8284	
row815	331.0550118	34.1291637	0.10489	-1.8284	
row816	270.0912056	24.14705828	0.10526	1.8261	
row817	374.8370706	107.0141414	0.1053	1.8259	
row818	1043.634544	216.8818621	0.10568	-1.8236	
row819	316.8972603	29.21200848	0.10601	1.8215	
row820	445.3167631	291.9067481	0.10621	-1.8203	
row821	922.5548372	214.7068698	0.10642	-1.819	
row822	315.1813643	63.63512984	0.10649	-1.8185	
row823	368.8650763	33.62953215	0.10695	-1.8157	
row824	176.9294446	147.327456	0.1076	1.8118	
row825	302.924916	164.2012195	0.10799	1.8094	
row826	96.71466769	34.77801194	0.1081	-1.8087	
row827	320.8801456	31.77276745	0.10833	1.8073	
row828	336.0503695	43.69374692	0.10912	-1.8026	
row829	720.4699861	256.6247545	0.1092	1.8021	
row830	402.1351619	203.0775127	0.10928	-1.8016	
row831	244.9063188	40.77186545	0.1093	-1.8015	
row832	824.9323495	35.68004488	0.10931	-1.8014	
row833	1133.695901	205.5230237	0.10938	-1.8011	
row834	452.1546672	202.8862518	0.10964	-1.7995	
row835	611.3034159	70.58123071	0.1097	1.7991	
row836	192.023226	34.83635241	0.11024	1.7959	
row837	266.9325219	42.82363806	0.11047	1.7945	
row838	231.160244	69.99985815	0.11072	-1.793	
row839	578.0801018	45.91047795	0.11078	-1.7927	
row840	223.0288954	20.09891065	0.11095	1.7917	
row841	346.9019001	157.8118671	0.11175	1.787	
row842	692.4362899	213.8792126	0.11211	-1.7849	
row843	703.8718287	31.96535715	0.11229	-1.7839	
row844	413.291159	234.4381638	0.11232	1.7837	
row845	174.9655612	156.8570782	0.11262	1.7819	
row846	351.0214879	43.58263189	0.11297	-1.7799	
row847	738.5043803	259.318055	0.11349	-1.7769	
row848	232.9319384	19.03999296	0.11378	-1.7752	
row849	506.8197067	23.38841002	0.11386	-1.7747	
row850	577.4334743	285.176566	0.11393	-1.7743	
row851	299.2229745	230.2103971	0.11416	1.773	
row852	562.3577438	214.0561697	0.11436	-1.7719	
row853	824.5159832	217.4974928	0.11484	-1.7691	
row854	365.2367573	238.2527211	0.11484	1.7691	
row855	351.2212827	183.5201151	0.11505	-1.7679	
row856	233.077886	35.72110905	0.1152	-1.7671	
row857	1271.830397	214.9261345	0.11558	-1.7649	
row858	500.8005635	23.54193016	0.11567	-1.7644	
row859	1101.680421	209.6073677	0.11583	-1.7635	
row860	831.4533055	213.7919037	0.11611	-1.7619	
row861	369.2046366	224.5080912	0.11618	1.7615	
row862	302.9199559	142.0951638	0.11627	1.761	
row863	1271.952176	59.01189658	0.11661	-1.7591	
row864	389.1972023	176.1660286	0.11663	-1.759	
row865	185.0568857	50.61904499	0.11665	-1.7589	
row866	203.967998	36.26341632	0.11742	-1.7545	
row867	925.5779153	210.684827	0.11744	-1.7544	
row868	279.9382399	34.04654161	0.11763	-1.7533	
row869	277.1808535	139.4002129	0.11829	-1.7497	
row870	238.8701685	115.0397524	0.11938	1.7436	
row871	197.0544812	79.11731503	0.12047	-1.7376	
row872	379.9714712	28.4099323	0.12073	1.7362	
row873	1087.664688	206.6100225	0.12082	-1.7358	
row874	370.2081037	220.6136997	0.12131	1.7331	
row875	291.1144508	36.66232236	0.12135	-1.7329	
row876	149.0374907	19.86871616	0.12144	1.7324	
row877	169.0618426	256.7451038	0.12151	-1.732	
row878	278.8934882	136.4107191	0.12152	-1.732	
row879	273.0492661	52.75698655	0.12161	-1.7315	
row880	422.1762286	169.5909265	0.12191	-1.7299	
row881	323.1859838	224.0922791	0.12211	-1.7288	
row882	1271.964308	52.75375752	0.12239	-1.7273	
row883	705.4506709	225.7401088	0.12247	-1.7268	
row884	448.997559	44.71432518	0.12258	-1.7262	
row885	704.8149385	25.05270383	0.12275	1.7253	
row886	381.2318585	179.9788918	0.12277	-1.7252	
row887	340.88556	28.2999498	0.12339	-1.7219	
row888	970.5981842	213.0002486	0.12386	-1.7194	
row889	246.8967789	24.14855605	0.12389	-1.7192	
row890	483.1393948	158.0925131	0.12398	-1.7188	
row891	473.7647316	23.74647485	0.12412	-1.718	
row892	596.8411191	26.63013257	0.12431	1.717	
row893	311.2704334	161.8222946	0.12434	-1.7168	
row894	460.8298694	151.3900819	0.1247	1.7149	
row895	733.5607964	248.5805009	0.12479	-1.7145	
row896	431.0165357	26.11594616	0.12486	-1.7141	
row897	418.8294929	151.8586748	0.12525	1.712	
row898	969.6007624	208.9574099	0.12558	-1.7103	
row899	117.9621847	146.9336275	0.12586	1.7088	
row900	185.0567887	201.3087866	0.12639	-1.706	
row901	215.0674265	32.41513903	0.12647	-1.7056	
row902	159.0775424	143.4665901	0.12651	1.7054	
row903	219.0836694	23.4832535	0.1272	1.7018	
row904	340.0003896	232.8509436	0.1272	-1.7018	
row905	870.6243245	242.8016643	0.12733	-1.7012	
row906	1271.970395	58.19836034	0.12754	-1.7001	
row907	145.9835837	155.1104873	0.12768	1.6994	
row908	970.6103092	210.3771166	0.12843	-1.6955	
row909	583.9147712	36.34700926	0.12844	-1.6954	
row910	823.5161613	213.1147143	0.12879	-1.6936	
row911	663.4252385	214.3442883	0.12881	-1.6935	
row912	382.8802611	31.23819531	0.12882	1.6935	
row913	467.9546242	240.4439787	0.12903	-1.6924	
row914	323.0285178	26.15585222	0.12914	1.6918	
row915	706.4473078	210.7331515	0.12953	-1.6898	
row916	467.9913218	76.03838587	0.12953	-1.6898	
row917	339.6834808	176.509992	0.13016	-1.6866	
row918	569.5425725	284.1800055	0.13029	1.686	
row919	1271.988615	43.95823418	0.13031	-1.6858	
row920	927.5800106	209.7951417	0.13151	-1.6798	
row921	330.1621834	283.4555382	0.13193	-1.6777	
row922	302.53372	27.64017142	0.1323	1.6758	
row923	881.549919	212.200768	0.13232	-1.6757	
row924	117.122247	53.45882422	0.13253	-1.6747	
row925	470.2884718	47.97138462	0.1329	1.6728	
row926	869.5292844	222.7004962	0.1335	1.6698	
row927	490.8031908	25.00093205	0.13353	-1.6697	
row928	471.2784051	200.2773774	0.13385	-1.6681	
row929	423.152154	49.02424433	0.13395	-1.6676	
row930	391.9049088	24.69300703	0.13401	-1.6673	
row931	378.240463	256.4394004	0.13418	1.6665	
row932	421.2269131	170.7517177	0.13453	1.6648	
row933	225.0170844	27.11514649	0.13478	1.6635	
row934	313.0654744	31.57023338	0.13513	-1.6618	
row935	452.8366131	31.93057309	0.13601	1.6575	
row936	283.2559906	265.0430319	0.13658	1.6547	
row937	298.2467915	206.2838943	0.13658	1.6547	
row938	838.5272696	210.2436769	0.13721	-1.6517	
row939	664.426104	213.907986	0.13783	-1.6487	
row940	378.915121	28.52181744	0.13789	1.6484	
row941	173.0067482	77.87486254	0.13808	-1.6475	
row942	641.8093544	23.24399699	0.13812	-1.6473	
row943	468.263071	199.1458089	0.13818	-1.6469	
row944	268.9088801	30.12589218	0.13846	1.6456	
row945	165.5252925	18.04309565	0.13852	-1.6453	
row946	128.1136456	221.9925153	0.13863	-1.6448	
row947	263.9221576	31.81222164	0.1387	-1.6445	
row948	412.0459099	38.32234276	0.13877	-1.6441	
row949	221.047899	23.46561199	0.139	1.6431	
row950	276.9707941	31.94125634	0.13905	1.6428	
row951	279.2240646	223.8170863	0.13962	1.6401	
row952	145.0983244	26.07589028	0.13968	1.6398	
row953	314.0687144	33.09601026	0.1403	-1.6369	
row954	291.1339207	37.86124466	0.14034	-1.6367	
row955	462.9664401	26.4104558	0.14113	1.6329	
row956	504.2734574	211.5092483	0.14114	1.6328	
row957	602.9134048	26.49960878	0.14116	1.6328	
row958	134.0472855	222.4694378	0.14164	-1.6305	
row959	190.0357585	35.29382454	0.1418	-1.6298	
row960	644.9538073	33.92644308	0.14184	-1.6296	
row961	199.8051091	23.28717557	0.14227	1.6276	
row962	841.316714	33.13474243	0.14232	1.6273	
row963	189.002996	30.57064644	0.1427	1.6256	
row964	175.9466566	142.6977708	0.14278	-1.6252	
row965	814.4805304	214.3885425	0.14348	-1.6219	
row966	546.1327627	232.6830676	0.14356	-1.6215	
row967	292.1792778	37.19979273	0.14369	-1.621	
row968	610.8006881	24.13061694	0.1443	-1.6181	
row969	793.4979861	213.7129783	0.14443	-1.6175	
row970	1037.80035	249.4140312	0.14545	-1.6128	
row971	434.8166533	24.76594302	0.14547	-1.6127	
row972	100.8093072	275.7668583	0.14554	1.6124	
row973	1271.812239	211.061472	0.14579	-1.6113	
row974	377.2370814	185.5410714	0.1458	-1.6112	
row975	368.981927	21.62606522	0.14634	-1.6087	
row976	425.2577881	182.2274245	0.14659	-1.6076	
row977	344.8759605	127.6644501	0.14703	1.6056	
row978	351.2151083	251.683945	0.14737	-1.604	
row979	389.1952528	39.30358531	0.14747	-1.6036	
row980	115.0036645	245.7080389	0.14787	-1.6018	
row981	684.7912296	27.78657944	0.14808	-1.6008	
row982	402.8603814	137.4853127	0.14836	1.5996	
row983	311.2229053	228.8237687	0.14837	1.5995	
row984	336.9705725	23.33935233	0.14839	1.5995	
row985	295.0315524	75.55844987	0.14842	-1.5993	
row986	510.8813683	25.37517412	0.14843	1.5992	
row987	222.059479	23.04898875	0.14873	1.5979	
row988	183.0662901	145.3845514	0.14932	-1.5953	
row989	451.12555	22.96753607	0.14933	1.5952	
row990	477.1536681	170.0497752	0.14941	-1.5949	
row991	1036.796196	247.7034018	0.14954	-1.5943	
row992	389.2549789	207.6559761	0.14977	1.5933	
row993	290.8908328	28.81264095	0.14994	-1.5925	
row994	120.8651576	239.7357466	0.15026	-1.5911	
row995	707.4234273	214.7268977	0.15028	-1.591	
row996	568.8410178	24.78561438	0.15054	1.5898	
row997	975.8209179	33.3387978	0.15081	1.5886	
row998	694.7206436	24.07502702	0.15107	-1.5875	
row999	581.1414598	252.766535	0.15111	1.5873	
row1000	276.9410401	27.72620349	0.15138	-1.5861	
row1001	469.1399982	183.86556	0.15159	-1.5852	
row1002	421.2987895	224.6924822	0.15203	-1.5832	
row1003	232.9905412	165.6098668	0.15213	1.5828	
row1004	801.5490324	245.6502189	0.15267	-1.5804	
row1005	323.1687964	156.5148655	0.15356	-1.5765	
row1006	476.3058479	228.8541652	0.15394	-1.5748	
row1007	674.7625868	22.03818266	0.15476	-1.5713	
row1008	325.076371	169.3723256	0.15477	1.5712	
row1009	572.3544073	159.0352411	0.1549	-1.5707	
row1010	567.5361602	279.5866862	0.1549	1.5707	
row1011	337.2056636	176.3081534	0.15554	-1.5679	
row1012	474.8057323	22.04874334	0.15601	-1.5659	
row1013	701.7892098	27.26870322	0.15605	-1.5657	
row1014	115.2280863	229.221123	0.15626	-1.5648	
row1015	340.2105483	248.917425	0.15752	-1.5594	
row1016	145.0702812	32.07473313	0.1576	-1.5591	
row1017	164.5131839	33.26361421	0.15763	-1.5589	
row1018	248.906155	29.62137404	0.15855	-1.555	
row1019	542.12868	39.29207299	0.15855	-1.555	
row1020	335.0473857	38.36706479	0.15918	-1.5523	
row1021	572.7478444	115.6126094	0.15926	-1.552	
row1022	253.0929885	25.73921331	0.15961	-1.5506	
row1023	347.3549193	156.9330159	0.15994	1.5491	
row1024	420.8629318	138.0391745	0.1601	1.5485	
row1025	558.8118543	24.29100506	0.16036	1.5474	
row1026	332.8617224	30.72886579	0.16044	1.547	
row1027	542.829795	26.44170069	0.16091	1.5451	
row1028	494.7725204	23.68870163	0.16153	-1.5425	
row1029	370.1564785	25.56703502	0.16259	1.5381	
row1030	353.0104928	31.78826904	0.16301	1.5363	
row1031	487.0273686	37.4173603	0.1633	-1.5351	
row1032	96.96351703	34.02638316	0.16394	-1.5325	
row1033	893.8180546	33.42121293	0.16395	1.5325	
row1034	579.0099255	210.7577812	0.16419	-1.5315	
row1035	528.8314239	32.43604994	0.16431	-1.531	
row1036	383.3168871	290.0512475	0.16479	-1.529	
row1037	633.2878568	67.73608238	0.16523	1.5272	
row1038	112.9780803	80.56083593	0.1655	-1.5261	
row1039	393.2316973	203.7583684	0.16609	1.5237	
row1040	193.0271459	19.59424069	0.16643	1.5223	
row1041	637.3727707	212.664359	0.16657	-1.5217	
