"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"265.298188376823/116.607926367969",0.022951,-0.00030064,-0.038854,0.0024484,-0.018988,-0.018069,-0.010481,0.012914,0.0099159,0.0087426
"265.42870829235/145.448299168027",-0.016212,-0.011475,0.023539,0.017671,-0.045105,-0.025701,-0.0036197,-0.0049689,0.013495,-0.0054914
"265.976131188367/116.488253846586",0.010469,-0.0019501,0.012282,0.014044,-0.0068748,0.017573,-0.054481,-0.029084,-0.045072,0.0027548
"266.016203373485/110.255858972074",0.029094,0.0026372,0.030801,-0.0088784,0.0031725,0.0030916,-0.0037046,-0.0086288,-0.0049145,-0.0031822
"266.432909475186/137.88230304095",-0.032882,-0.0017918,0.0039961,0.0027579,0.0056049,0.0077835,-0.016888,0.0078935,0.0016471,-0.0039378
"266.888951678018/136.410560761555",-0.023465,0.004635,0.0064123,0.010814,0.027763,-0.0010646,-0.0066577,-0.0038459,0.053601,0.0094044
"267.057140653096/79.8686313377423",-0.02402,0.010736,0.003763,0.033555,-0.029445,-0.011923,-0.0056793,-0.015593,-0.0086894,-0.0025364
"267.134022724078/41.0999710996009",-0.023274,0.015278,-0.018082,0.015178,0.032735,-0.0049668,0.006575,-0.022699,-0.014064,0.0032209
"267.268202051608/35.9197090102171",0.0021143,0.023627,-0.0014941,-0.020787,-0.051298,-0.014599,0.02952,0.00419,-0.0009038,0.015298
"267.989403730357/136.771299534715",-0.022945,-0.0085089,0.028756,-0.01738,-0.0061836,-0.02671,-0.019921,-0.023151,-0.0020692,0.00033198
"268.103945625095/40.4734436244471",-0.0066389,0.016265,0.02146,-0.041517,-0.019287,-0.026014,-0.029429,0.0261,0.0025212,0.0087693
"268.636699644565/161.22756984673",-0.014664,-0.009369,0.0060932,0.019046,0.016677,-0.0025214,0.059554,-0.012341,0.031609,0.0041716
"268.893846784448/51.5671845774535",0.012041,-0.0039766,-0.002358,0.018509,0.0026325,0.035467,-0.038727,0.0082896,0.056833,0.003921
"268.922227437043/136.773117182659",-0.030913,0.015299,0.0024977,0.00079761,0.00868,0.004027,-0.017003,0.0086609,0.0048097,0.0049048
"269.08801258271/48.0420342461813",-0.021598,0.034749,0.0013514,0.011872,-0.00012889,-0.0081881,0.0012331,0.0071049,0.0010045,0.01239
"269.993568184153/69.584161549695",-0.018263,0.036904,-0.0043852,-0.0089673,0.0147,-0.004241,-0.013166,-0.00012343,0.00075477,-0.00035167
"270.1547603103/31.0760754718392",-0.010225,0.0083421,0.02105,-0.0022064,0.0083428,0.036667,0.060694,0.0034462,-0.0081209,0.0093549
"270.958131500032/58.3787148573912",0.010283,0.0063761,-0.03016,-0.029223,-0.02738,-0.0033388,-0.023187,-0.046078,-0.0031311,-0.0029998
"271.153998291944/25.4485667173559",-0.027979,-0.019767,-0.011351,-0.011883,-0.020978,-0.0020522,0.0016955,0.0015878,0.0066727,-0.00033951
"272.157308431082/27.7875914482086",-0.022513,0.013562,0.0013373,-0.0051829,-0.023741,0.030359,-0.010975,-0.024002,0.033227,-0.0085195
"272.807857610463/63.8861150315725",0.024959,0.0025662,-0.012407,-0.043563,0.0096694,-0.0017369,-0.015435,-0.0055199,0.0035455,0.0055564
"272.855030810377/160.984899195025",-0.017788,-0.00018945,-0.012976,0.018394,-0.016833,0.035931,-0.027784,0.043582,0.00087119,-0.0053956
"272.979181478149/115.680439835278",-0.0063887,-0.0027259,0.020316,0.020791,0.0131,0.0076099,-0.062529,0.031774,-0.01907,-0.00576
"273.035950990225/80.9250009060853",-0.00058132,-0.023833,0.016206,0.012517,0.051886,-0.0013273,-0.027586,-0.012833,-0.0075404,-0.0084309
"273.121207597937/65.1488526067807",-0.022429,-0.00021033,-0.0075912,-0.0067701,0.030613,-0.031425,-0.034665,-0.0046618,-0.017256,-0.0015063
"273.167243410741/255.246934475618",-0.00052956,0.004255,0.0055422,-0.020554,-0.053507,-0.007482,0.021994,0.0016794,0.049762,0.0034004
"275.850424324305/143.413051178924",0.021527,-0.03348,-0.00037695,0.0044616,-0.0090678,0.0026543,-0.015887,-0.015388,0.0015422,0.00067603
"275.925642441554/173.742957452917",0.025259,0.015619,-0.016953,-0.0087118,-0.021937,0.018437,-0.013171,-0.012318,-0.02353,-0.0049218
"275.934479403819/156.615583401269",0.028756,0.011249,0.022128,0.011047,0.012745,-0.013459,-0.012814,0.0044196,-0.0017521,-0.0018648
"275.960585652255/116.351119405562",0.010005,-0.031162,0.0042889,0.014309,-0.0081946,0.0069963,-0.019935,-0.0079982,-0.05418,0.0065056
"276.937972304759/117.03871258834",0.01814,-0.013832,-0.037826,0.0051891,0.025207,-0.023098,0.01068,-0.01081,0.016051,0.0078436
"277.12969160763/38.7526047266893",-0.0084444,0.024884,-0.015896,0.040226,0.004169,-0.014551,0.0062793,-0.041145,-0.011257,0.0047089
"277.139489060749/178.371572888298",0.01912,0.033795,-0.00090824,0.0132,0.012966,0.0054892,-0.011016,0.023806,-0.0015191,0.0024528
"277.160866206543/129.437803104204",-0.033211,-0.0070411,-0.0018677,0.00023421,-0.0022873,0.0035918,0.011844,-0.006838,0.0016223,-0.011305
"277.938710305445/118.847038053255",0.015512,-0.02566,0.0013912,0.0050337,0.023001,-0.012096,-0.014708,0.045317,-0.02341,0.0075515
"278.063638538916/259.870968282686",0.0084678,0.039485,0.01163,0.015443,0.019978,0.0040568,0.0018317,0.020908,-0.0082282,0.0068562
"278.875557644962/50.14729617141",0.0028022,-0.035944,-0.014731,0.01009,0.027685,0.018413,-0.02862,-0.0082081,0.0037461,0.016348
"279.047501528507/94.5965746716796",-0.02522,0.024443,0.020202,0.0043574,0.018641,-0.0042687,-0.0024371,0.004782,-0.0042564,-0.0034348
"279.170198068788/35.7251924341462",-0.020086,0.0047832,-0.035787,0.029459,0.022251,-0.012751,0.0037609,-0.014778,-0.0070639,-0.010856
"279.928998083686/110.993133584287",0.018835,0.0068027,0.025015,0.00010624,0.010913,0.0053237,0.047481,0.035859,0.0010553,0.018483
"280.194430014339/84.114132771706",0.017067,-0.021253,0.026487,0.025198,0.026993,0.015254,-0.013433,-0.017716,-0.005456,-0.0029323
"281.008864012561/51.6630955851486",-0.025999,0.026593,-0.013013,0.0090582,-0.0070644,-0.0098512,-0.0067945,-0.0064092,-0.00066255,-0.0097379
"281.44617680501/114.655248011961",0.016633,0.0053616,0.018174,-0.010252,-0.010737,0.035505,-0.039695,0.016732,-0.037127,-8.7425e-05
"281.821948527793/50.0397373942838",-0.021196,-0.0066278,0.003767,0.032895,-0.024916,-0.034853,-0.021298,-0.0051348,0.0019411,-0.00089919
"282.249094393313/152.80825076624",-0.031207,0.0019602,0.0024815,-0.017682,-0.00019785,-0.0005504,-0.025871,0.0053248,0.0027395,-0.016639
"282.423447446772/137.5092215966",-0.029723,0.013203,0.021876,-0.0019908,0.0014862,-0.0098446,-0.012882,0.0024456,-0.0024483,-0.0057609
"282.621889385483/117.592424028918",0.030168,-0.0051481,0.021728,-0.014195,-0.01132,0.0069308,0.0028013,-0.010758,-0.0037712,-0.0044636
"282.976356382691/141.861078164164",0.026409,-0.0051017,-0.0092585,0.0022099,0.028646,-0.01938,0.026251,-0.017905,0.0099958,0.015093
"283.018876527387/239.499188172894",0.020585,0.031575,-0.0012688,0.00042215,0.001403,0.0070056,0.0031731,0.02909,-0.022393,-0.0032761
"283.175131664362/36.2498637375268",-0.017085,-0.015507,0.03206,-0.02304,0.0026156,-0.028086,0.028384,0.014915,0.0075712,9.3115e-05
"283.399805982199/138.640472344231",-0.022256,-0.0082937,-0.010478,0.011186,0.0066745,0.026626,-0.045107,0.023241,-0.0077309,-0.01505
"283.993298305659/117.222028249287",0.021517,-0.0016705,-0.041574,0.0070611,-0.016207,0.014335,0.019457,0.011216,0.0075395,0.010883
"284.170276758197/19.2134962018481",-0.013564,-0.022898,0.020321,-0.045908,-0.011665,-0.010617,-0.0087959,0.016029,-0.0051815,-0.0062187
"284.258396561072/27.864556606949",-0.029197,0.022865,-0.0065934,-0.0054514,-0.0027784,-0.0014206,0.0024188,0.0060683,-0.006109,-0.0018213
"284.294831951091/22.8452978258101",-0.0083653,0.032841,0.012183,0.026888,0.028133,0.026021,0.0038759,-0.0076213,0.001899,-0.0036332
"284.620794016395/145.084893229014",-0.022979,0.010378,-0.036077,-0.023153,0.0024784,-0.010798,0.0018723,0.017029,0.0093941,0.004437
"285.067760015646/105.514524590947",-0.020935,0.0075584,0.036822,-0.023577,-0.0079294,0.0067266,0.0013434,-0.029835,-0.011647,0.009929
"285.261606954311/28.1319104299646",-0.027779,0.00029983,-0.0084717,0.040095,0.001695,-0.0025081,-0.002781,0.0071236,-0.00096399,-0.0042542
"285.967627957766/69.6570748188932",0.0080473,0.038136,0.02837,0.0078759,-0.010939,-0.0061049,-0.011675,0.0079599,-0.0081084,-0.0019747
"286.274045625909/26.0264950153042",-0.022932,0.02382,-0.001065,-0.0067881,-0.0024202,0.024333,0.035287,0.0022529,-0.0054079,-0.0078972
"286.310430374309/25.1307635097267",0.0040071,-0.033233,-0.0091726,0.012804,-0.03781,0.00068027,0.026188,-0.021368,-0.0010403,0.0042156
"286.7843462552/62.6095403918613",0.024244,0.003793,-0.020677,-0.041465,0.011732,0.0012851,-0.012158,-0.0020745,0.0045554,-0.013849
"286.932181226093/55.5813302019201",-0.018458,0.010626,-0.023666,-0.046614,0.0044041,-0.00058467,-0.011999,-0.023342,0.002846,-0.017561
"286.941930272096/132.181788121695",0.032776,0.00076639,0.00081667,-0.019067,-0.0029208,0.0028981,-0.0034987,-0.0042816,0.0011203,0.0074957
"287.010569734031/72.4476355343377",-0.023644,0.0021941,0.037196,-0.014334,-0.0041158,0.002713,-0.0021291,-0.031043,-0.0035219,0.005719
"287.917819345794/146.008705318952",0.011695,-0.010555,-0.041233,0.013852,0.033996,0.029739,0.0031892,0.003992,0.0071282,0.008625
"288.00375945194/228.331291369344",0.0048729,0.0074976,0.024121,0.017064,0.025711,-0.059844,0.004857,0.0065867,0.0186,-0.0073405
"288.003826751222/170.751850702901",-0.0079164,-0.026953,-0.029134,0.0026843,0.0090549,0.014312,-0.043696,0.022449,-0.01007,-0.024555
"288.289701421654/27.453001500114",-0.031479,0.015345,-0.0062748,-0.005571,-0.0066818,-0.0030071,-9.9376e-05,-0.0073567,-0.0086082,0.0094415
"288.78183536964/63.7009393136666",0.01658,0.0080659,-0.04758,-0.022722,0.010454,-0.0045465,-0.011095,0.010553,0.010533,-0.0070048
"288.939019001528/130.658375118573",0.012241,-0.00057641,-0.015649,0.028665,0.014631,-0.060083,-0.0020686,-0.0043755,0.014557,-0.0082966
"288.939107072694/40.751380171339",0.00087497,0.0033153,-0.04714,-0.010081,0.0050099,-0.0088837,-0.021429,-0.038305,0.035368,0.011396
"288.944920823943/119.719039880803",0.029281,-0.0017971,-0.025246,-0.018934,-0.0085115,0.0090616,0.0053127,0.0016148,0.0049697,0.0048859
"289.160677213793/62.4521108440691",8.5863e-05,0.0075986,-0.044907,0.020645,-0.01368,-0.031292,0.011737,-0.032968,-0.016637,0.0022262
"289.942435599631/52.5793746279975",-0.017733,0.00069086,0.0040367,0.027185,0.047479,0.014316,-0.013515,0.0028448,0.029331,-0.004573
"289.992807341243/117.797918566603",0.025473,0.0087367,-0.027258,0.024552,-0.0075214,-0.015265,-0.0066751,0.01833,0.0079875,0.0034849
"290.001080079364/79.2382291484071",0.025215,0.025929,-4.2507e-05,0.006966,0.0075073,-0.0073684,0.0015383,0.027977,-0.011114,0.0076569
"290.134543988301/77.9484684141838",-0.021089,0.030098,0.021825,0.014085,0.0046416,-0.013179,0.00016227,0.0096251,-0.0028565,-0.0011615
"290.875903727962/47.7674919727952",0.029631,-0.011273,-0.017928,-0.0063539,0.0054235,0.010773,-0.010469,0.0011105,-0.022768,-0.012748
"291.76019304056/97.5298989230414",0.030335,0.001537,0.010369,-0.018955,0.0044351,-0.0091814,0.021066,-0.015474,0.0024532,-0.0043803
"291.975003831205/50.3883299916794",-0.020123,0.029354,-0.023939,0.011521,-0.015285,-0.011371,0.00031416,-0.013101,-0.0027839,-0.0065922
"292.873052814911/72.9526224139772",0.030161,-0.011819,-0.020547,-0.0062866,0.0086047,0.0088449,-0.0091328,-0.0024765,0.0047741,0.0041256
"293.097784492724/111.021105352565",0.031125,-0.0034422,-0.012659,-0.0047057,0.011812,-0.011676,0.019543,-0.010952,-0.00077502,-0.006785
"293.097815601925/265.267691457252",0.025579,-0.019368,-0.010459,0.0060313,0.027961,-0.011125,0.018276,-0.0040842,0.011382,-0.0062924
"293.190900784234/65.5567158429246",0.031981,-0.0033913,-0.0029891,-0.0061535,-0.008964,-0.011077,0.018921,-0.01108,0.0065725,-0.0025397
"294.095127285514/108.838310918377",0.032224,-0.0014089,-0.005548,-0.0015505,0.0088399,-0.011047,0.016308,-0.012575,0.0074696,0.00096962
"294.101069361475/269.647581107922",0.027737,-0.014573,-0.016308,0.0071647,0.022904,-0.0063593,0.016226,0.0036629,0.013572,-0.0064508
"294.903364821399/137.348600474601",0.032588,0.0029713,-0.014864,-0.010414,-0.0017785,0.0050254,0.001268,0.0040438,0.0032181,-0.004844
"294.908052383579/138.006109411279",-0.00069515,-0.0076645,0.011077,0.0097734,0.012489,0.05048,-0.054244,0.021432,-0.0031613,0.0043469
"295.101895735548/123.79341113789",0.031709,-0.0036188,-0.011269,0.0012604,0.01128,-0.012006,0.017227,-0.0082137,0.0018144,-0.0057707
"295.10210902332/264.653942229514",0.02202,-0.023294,-0.020205,0.0084372,0.012096,-0.020502,0.0069227,-0.028923,0.0079306,-0.0017223
"295.165074432486/39.1005147664802",-0.021778,0.012082,-0.029181,0.022906,0.027166,-0.010963,0.0078284,-0.017397,-0.0068218,0.0073197
"296.009319917229/69.4678605390871",-0.015824,0.038709,-0.0077729,-0.01433,0.012582,-0.0032286,-0.002357,0.0087915,0.0018383,-0.0094183
"296.105399249184/101.771130417821",0.0243,0.010491,-0.014758,0.0054526,-0.0052644,-0.0072465,0.006302,-0.0398,-0.036759,-0.0014048
"296.268052293523/117.602432674709",0.017896,-0.030886,-0.020295,0.013462,0.017789,0.0085782,-0.021486,-0.0083295,0.0050214,0.00043007
"296.970704847088/132.179424435261",-0.024862,0.015485,0.0057461,-0.010908,-0.030352,-0.030174,-0.0032726,0.0057253,0.0041795,0.0048003
"297.975999356685/62.7222272716311",-0.032606,0.008832,-0.0014385,-0.0062475,0.0063152,0.010429,0.010483,-0.0045215,-0.00089988,0.0025593
"298.186164538074/22.9624572782373",-0.01516,-0.026826,0.017194,-0.040934,-0.012632,-0.011896,0.0006897,0.0099066,-0.0090747,-0.0026628
"298.811134944645/52.765911382684",0.031325,0.0044852,-0.018508,-0.01677,0.0027957,0.0021646,-0.0037586,0.0042125,0.0041692,-0.0035542
"298.979421021243/62.7468090299154",-0.031194,0.0068676,-0.021581,-0.010599,0.0011645,-0.0010078,-0.0027083,-0.00019181,0.0055242,-0.0043472
"299.169061306589/29.2222167897068",-0.019679,-0.032348,-0.020036,0.0098943,0.010943,-0.016028,0.00027818,0.00077432,-0.0059198,0.00092338
"299.937032287013/115.08983616362",0.026844,0.0046626,0.011944,-0.0084964,0.012561,0.03533,0.024263,-0.0055587,-0.0042854,0.0078736
"300.004334238433/71.9098198676526",-0.027615,0.024732,-0.0024509,-0.0019511,0.012948,-0.0086222,-0.011304,-0.0012862,0.001889,0.0054385
"300.107848394989/38.4605757164795",-0.024588,0.030406,0.0085996,-0.011345,-0.0055802,-0.0065666,0.00075377,9.344e-05,-0.0021162,0.0048265
"300.201647226884/30.3688197163608",-0.016127,-0.014407,0.032032,-0.034526,0.00041033,-0.018262,0.030803,-0.0057182,0.00308,-0.0029546
"300.904738542782/79.5465020378812",0.032059,-0.0071375,-0.015882,-0.0023275,0.0046897,0.0092102,-0.0074886,-0.0048778,0.0033593,0.010123
"300.974214897622/158.133234927283",0.02977,0.017095,0.0059617,0.0068346,-0.008852,-0.010524,0.0041953,-0.015745,-0.01305,0.0040201
"300.974632271052/55.8018247126277",-0.031599,0.0062133,-0.019042,-0.012378,0.00096493,-0.00088511,-0.0042365,-0.0017777,0.0038576,0.0011345
"301.205047838776/30.8070994602602",-0.020478,-0.00375,0.032239,-0.023441,-0.0016314,-0.035241,0.019046,0.0084182,0.0068093,0.011391
"302.019585665478/173.553660626222",-0.010217,0.00033026,-0.014056,-0.040675,0.036265,-0.032861,0.0096506,-0.023999,0.016476,-0.00028214
"302.207433259886/40.5619787346326",-0.012431,0.029894,-0.031078,0.022456,0.0071065,-0.008599,0.006947,-0.025817,-0.0051453,-0.01615
"302.439545703522/116.27159174597",0.015386,-0.0081651,-0.0012349,0.0033499,0.014633,0.010952,-0.021419,0.0043867,-0.074251,-0.019893
"302.604971904826/117.798517794947",0.020911,0.0050617,-0.03533,0.016739,-0.0023981,0.025592,0.027997,0.01364,0.0054823,0.0009857
"302.936560526017/136.600006810797",-0.033769,0.0024683,0.0044154,-0.0011852,0.0031311,0.0020816,-0.007282,0.0041705,0.0026254,-0.0086774
"303.913324993666/139.467765320641",-0.019919,-0.017291,-0.00306,0.011992,0.0050186,0.024125,-0.050127,0.013811,0.0087663,0.0046705
"304.690440219141/140.182040614969",-0.029711,-0.010153,0.0083343,-0.0174,-0.0051536,0.017025,0.016926,-0.013666,0.0040257,-0.0051074
"305.411842477344/148.845727594496",0.012242,-0.031509,-0.028282,0.029877,-0.01088,0.0014098,-0.010119,-0.0021081,0.0071036,-0.014811
"306.787383644704/62.9425947153815",0.029202,0.013125,-0.0091852,-0.0071712,-0.017814,0.012647,-0.012577,-0.0098548,-0.017935,0.0035475
"307.083203339506/265.043799225938",0.025536,0.025867,-0.0050431,-0.016235,-0.0080735,0.015925,-0.010646,0.0020418,-0.0071973,-0.0057585
"307.91391298889/52.8372403904843",0.0089673,0.011744,0.024705,0.0045263,0.012823,0.056304,0.033319,-0.0025475,-0.0083584,-0.0036217
"308.004555973042/61.6055359114739",-0.012563,0.0031977,0.031279,-0.043987,0.01461,0.019795,-0.0045364,-0.030774,-0.010062,0.0024011
"308.090874775319/245.21647641487",0.019807,0.026593,-0.013815,-0.0066133,-0.0353,0.007004,-0.0094214,0.010554,-0.010697,-0.0012838
"308.090892807133/65.4640354318783",-0.030894,0.013315,-0.0062467,0.0059214,0.016325,0.0086291,0.011418,-0.00067047,0.0041563,-0.002948
"308.784263715628/62.8335329603346",0.033633,0.0021734,-0.0067199,-0.0070648,-0.0038519,0.003169,0.00052292,0.0029864,0.0016551,-0.0015324
"308.826462226169/58.390517820246",-0.001731,0.0006552,0.030846,0.010471,0.033568,0.04856,0.030141,-0.0083443,-0.0073344,-0.0011159
"309.13782081817/59.8120162833275",-0.019385,0.033981,0.011555,0.021086,0.0066226,-0.0032564,-0.0034089,-0.0053473,-0.010622,0.0035848
"309.277293962878/118.224022531919",0.022483,-0.00086152,-0.044146,0.00031628,-0.015665,-0.00035842,0.0045878,0.012356,0.0091277,0.0020786
"310.310323325078/24.4663336406038",0.0078448,0.036932,-0.0065092,-0.0025074,-0.0070593,0.017776,-0.0065289,0.013461,0.043593,-0.0011718
"310.781897709787/63.9305497921869",0.033602,0.0030043,-0.007609,-0.0061243,-0.0035747,0.0014101,-0.0010172,0.0033491,0.0023093,-0.0017706
"310.860293399381/39.8069307441298",0.025992,0.015672,0.020654,0.0026977,-0.0082746,-0.014133,-0.030698,0.012024,-0.0019971,-0.00061522
"310.96124300675/66.8880155747347",-0.026468,0.00058871,0.0099761,0.028743,-0.024818,-0.022659,-0.0095015,-0.0027593,0.0036554,-0.0020779
"311.875202342699/139.145270440917",-0.0023618,-0.0069446,-0.00085997,0.0068948,-0.018922,-0.027168,-0.070687,0.021761,-0.0015331,0.00041591
"312.185312471172/29.3329286768014",-0.013159,-0.034198,0.0031547,-0.027095,-0.0033393,-0.01131,0.026177,1.0048e-05,-0.020758,0.004985
"312.201648629983/24.1110123956525",-0.010334,-0.026544,0.02174,-0.013797,0.0059172,-0.0061935,-0.041943,0.03325,-0.013514,0.001611
"312.857781591124/65.8660761942736",0.023029,0.0050451,-0.034513,0.023677,0.018042,-0.003738,-0.011107,0.017135,0.0081972,-0.010809
"313.143152360477/240.199843743936",-0.019676,-0.0083225,0.042382,0.020423,0.011709,0.0029339,-0.023297,0.0036243,-0.00054115,0.0012508
"313.273859834191/22.817598411545",0.00095089,0.028555,0.00066424,-0.022094,-0.045263,-0.008835,0.029392,0.0081893,-0.0025236,0.0054636
"313.764081510466/54.4990806965259",-0.013714,0.0025116,-0.01323,0.012912,-0.032673,-0.0042846,-0.05679,0.020911,-0.018047,0.01857
"313.871597661982/138.309197382157",0.024526,0.0074454,-0.038886,0.012296,-0.0028849,0.001592,0.0052915,0.016842,0.0083745,0.009577
"313.881254489631/138.499397665018",-0.028652,-0.0059611,-0.010176,0.011881,0.00062998,0.021862,-0.026358,0.019343,0.0012128,0.00076997
"314.180792724223/29.9678754234848",0.0060238,0.029976,0.018811,0.00015228,0.0090886,0.019447,0.03542,0.039512,-0.0081457,0.004151
"315.067263654291/116.406344558223",0.029876,-0.0018337,-0.00049497,0.0075139,0.010448,-0.020151,0.024165,-0.010301,-0.018086,0.0016231
"315.079830753688/265.092437348011",0.011369,-0.01673,-0.018447,0.01534,0.0041938,0.020558,-0.01484,-0.018922,0.064523,-0.0021341
"315.079851536016/115.385153189459",0.031891,-0.005858,-0.0011761,0.013701,0.0034905,-0.0083248,0.01889,-0.0057177,-0.0071118,3.0073e-05
"315.180131217014/28.9351425800155",-0.024575,-0.028566,-0.0099312,-0.0021325,-0.015202,0.002128,-0.0086039,-0.0014847,0.015166,-0.0032335
"315.421151567267/137.958703027242",-0.024405,-0.016025,0.0067132,0.0086036,0.019208,0.002549,-0.041333,0.012147,0.0098615,-0.0023367
"315.953216156098/54.065503762176",-0.020155,0.03231,0.011767,-0.013235,-0.015991,-0.0035723,-0.0040344,-0.017112,-0.010653,0.0015508
"316.083195203283/96.169606520339",0.032269,0.0022722,0.0059381,0.011279,-0.0072009,-0.006109,0.018773,-0.0044072,-0.0038177,-0.0016784
