"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"456.698688199753/56.5229306852214",0.017569,-0.026203,0.034101,0.014039,-0.0074636,0.016874,-5.8684e-05,0.0087502,0.014664,0.0017641
"456.802219176523/27.3767805259035",-0.0058156,-0.038916,0.0014991,-0.018924,0.0099637,-0.010154,0.016593,0.027989,-0.015882,0.001805
"456.893965345747/62.968100746703",0.027241,0.0103,0.019537,0.0095633,0.016104,0.025331,0.018006,-0.00019677,-0.0045793,0.0063561
"457.303413944444/28.0240983072117",-0.016345,-0.039447,-0.0040646,0.0012346,0.00051028,-0.0051793,0.010589,0.0088497,-0.013642,0.0065115
"458.296724363116/33.3955899142953",-0.02288,0.023344,0.013535,-0.026262,0.0083093,-0.023662,0.001606,-0.0014876,-0.012337,0.0046508
"458.697157888071/56.8310484643152",0.030113,-0.018873,0.0038059,0.0094482,-0.0020822,0.01399,-0.0011964,0.0038561,0.004843,0.010215
"458.787547340416/44.1172304214711",0.0031384,-0.015943,0.047618,-0.014798,-0.022316,4.7038e-05,0.024716,-0.011729,-0.024112,-0.0012175
"458.876457105846/56.7364144698461",-0.020021,0.0012887,-0.042462,-0.013696,0.0096903,-0.010743,-0.027047,0.0011156,0.015383,-0.0019767
"458.956339420655/58.8246512460407",0.023559,0.010773,0.02034,0.0045127,-0.0076924,-0.034964,0.0025034,0.033908,-0.0050011,-0.0016025
"459.280368763131/33.786372179125",-0.0033292,0.016492,0.0363,0.027769,0.01729,0.00011533,-0.037329,0.01315,0.030804,0.0022562
"459.289614787112/38.0695565590967",-0.0061493,-0.0063267,-0.025007,0.0044877,-0.006391,0.059209,0.036625,-0.013115,-0.00091337,0.0082508
"459.306805764687/158.08297113104",-0.030781,-0.0017262,0.0087347,0.014194,0.010576,0.013335,-0.020754,0.0069092,-0.0091867,0.0063312
"459.424229425983/21.3296945024531",0.0046959,0.025465,0.00093451,-0.035252,-0.040221,-0.010509,0.02665,0.011375,0.0051472,0.0094327
"459.895148843149/50.7697650063759",0.0013485,0.012103,-0.019371,0.0028757,-0.056912,-0.0037386,-0.00071654,-0.0099434,-0.042865,-0.0016792
"460.276532976143/35.6848245054652",-0.018539,-0.014738,0.037774,-0.031515,-0.0029919,-0.0082392,-0.0018604,0.016928,-0.0074669,0.0012692
"460.69412041648/56.2065298527155",0.0061416,-0.012848,-0.011778,-0.035987,0.010717,0.027067,-0.041044,-0.002418,0.044218,-0.015648
"460.782947142407/56.0951350300151",0.014462,-0.035147,-0.003538,-0.0045828,0.027415,-0.01408,0.0089303,0.017034,-0.014339,-0.0044298
"460.965028506717/58.4013235412437",0.014774,-0.01101,0.019387,0.027762,-0.04165,-0.00080908,0.016872,-0.033511,-0.0023511,-0.0019076
"461.77749443041/41.2474549418814",-0.00099885,-0.037464,-0.004462,-0.017637,0.014769,-0.016224,0.014621,0.031231,-0.020466,-0.0012703
"462.281141358142/41.4542889746638",-0.0040648,-0.021203,0.010827,0.050354,-0.033064,0.015206,0.0070414,-0.0081149,0.0045815,0.0090952
"462.77625297068/55.834166929753",0.010134,0.024423,-0.020499,0.030827,-0.0047143,0.039179,0.0079077,-0.015492,0.022234,-0.0057818
"462.776689501533/55.282786741051",0.010134,0.024423,-0.020499,0.030827,-0.0047143,0.039179,0.0079077,-0.015492,0.022234,-0.0057818
"462.780190995501/52.5759539159342",-0.00080031,-0.044245,-0.003932,0.0026723,0.0067217,1.8136e-05,-0.01901,0.015665,-0.0055264,0.0019034
"463.973112610949/80.5303626176153",0.0075561,-0.0071347,-0.021732,0.0022008,0.039876,0.0049774,-0.0034386,0.060797,-0.013365,0.0045741
"464.300575744252/35.4118107624181",-0.0039275,0.019703,-0.015005,-0.039231,-0.036584,0.011475,0.0041551,-0.015231,-0.036031,-0.0044792
"464.73165401923/56.8340029780703",0.0095943,-0.010176,0.010149,-0.021544,-0.042294,-0.018921,0.039456,0.025939,-0.021512,0.0075823
"464.813714576152/28.8299029051478",-0.024378,-0.029746,-0.00044597,0.0095157,-0.012557,0.00059146,0.0031322,0.015508,-0.0057052,0.0007996
"464.964440572668/61.4574917135801",0.026419,-0.006187,0.027354,0.014703,-0.025666,-0.012453,-0.0042258,-0.0038196,-0.0033632,0.0060131
"465.261476883224/55.8233631755906",0.0082607,-0.043975,0.00093711,0.0074475,-0.012132,0.0063861,-0.007257,-0.0031087,0.00039282,-0.01233
"465.317032618839/38.0868109409574",-0.021837,-0.029011,-0.0073224,-0.025277,0.0095229,0.0058371,-0.0097683,0.010593,-0.012086,0.002038
"465.817145572005/28.5842067642509",-0.020952,-0.032507,-0.0018595,-0.0027584,-0.0071914,0.020114,-0.0083681,0.016747,-0.011039,-0.0032634
"465.968229875749/272.513231504687",-0.016545,0.0093109,-0.01155,-0.023486,0.012979,-0.046834,0.02873,-0.003525,0.026244,0.0039084
"466.26529499741/42.2804905034088",0.0056492,-0.042555,-0.017337,-0.00093486,-0.0069638,0.0042827,-0.016858,-0.0068949,-0.0079568,-0.0044836
"466.329151730825/38.2412264770544",-0.030516,0.018409,-0.0018098,0.010621,0.0027335,-0.0054912,0.00936,0.0052112,-0.0010954,0.0050123
"466.729070287637/57.1355023690229",0.013601,-0.017816,0.014293,0.048611,-0.0074084,0.0084723,0.011106,0.02222,-0.027044,-0.0084864
"466.922652051511/64.8245468438496",0.033374,0.0024679,-0.0042055,-0.0091285,-0.0016108,0.0099548,0.0052499,0.00028539,0.0011288,-0.0014907
"467.209751348833/89.8927204048589",0.030394,0.011098,0.017416,0.012256,0.0082369,-0.0091643,-0.010564,0.0049732,-0.0012513,-0.012061
"467.259862045211/43.1001119219527",-0.0099494,-0.033071,0.012275,-0.0083493,-0.03966,0.0031115,0.0032147,-0.020169,-0.0093886,-0.00045427
"467.291101895634/29.2852046584053",-0.020131,-0.013854,-0.021604,0.015977,0.026188,-0.02608,-0.025288,-0.00049952,0.024245,-0.00051257
"467.301858276661/36.3554866169188",-0.0042605,-0.010519,-0.0042827,-0.05203,-0.013512,-0.028163,-0.0091923,0.0025255,-0.044774,-0.0072774
"467.802394273365/44.2198963240663",0.0044681,0.016231,-0.017023,0.041505,-0.032691,0.020652,0.024826,-0.024387,-0.013609,0.0094014
"467.942477522461/121.49588237539",0.015187,0.019571,-0.016959,0.022121,-0.016826,-0.024679,-0.041136,-0.0070924,0.022731,-0.0096614
"467.943747142342/87.2330490174001",-0.0042243,0.023862,-0.017968,-0.0055096,-0.012618,-0.018166,-0.046405,-0.0024038,-0.046065,0.014565
"467.946468524164/120.868159723568",-0.00074835,0.026568,-0.021017,-0.005647,-0.0054314,-0.020359,-0.049553,-0.0018387,-0.03418,0.00068345
"467.953910071642/102.636417765484",-0.0040458,0.02247,-0.020797,-0.014462,-0.011325,-0.022038,-0.053546,-0.0093955,-0.026568,-0.0087985
"467.965326153566/125.930565880752",-0.0085278,0.021777,-0.031757,-0.025143,-0.0222,0.015309,-0.028471,0.027563,0.0007815,0.0045304
"467.969741216405/126.340507210674",0.0025287,0.019271,0.0013621,-0.048433,-0.017895,0.0094406,-0.040455,0.01911,-0.011202,-0.0022932
"467.979269327383/258.535405582504",0.0048704,0.023568,0.027578,0.0042265,-0.00064077,0.051904,0.012446,0.023609,-0.0020489,0.0059077
"467.98852859833/97.055172021831",0.0013859,0.021564,0.013238,0.00079252,-0.028416,0.055852,0.0072746,0.0069026,-0.024829,-0.003023
"467.990676680619/83.4727855860499",0.0031748,0.030185,0.017401,-0.0077489,-0.00463,0.053299,-0.0031107,0.012735,-0.00040159,-0.0099183
"467.991949555631/112.18201667806",0.00060295,0.007026,0.017958,0.011262,0.014148,0.068906,-0.019357,-0.0069823,-0.0076035,0.0138
"467.995391130816/64.8178159256423",-0.004254,-0.016707,0.030172,0.013216,0.034091,0.018505,0.025108,0.038924,-0.016924,0.0055608
"467.996699864701/63.5708910973276",0.010916,-0.015569,0.016506,0.014361,0.024983,0.04388,-0.003945,0.038767,0.021058,0.00807
"467.99670740308/55.5341319241939",0.011525,-0.018756,0.018627,0.014283,0.01923,0.046388,-0.01815,0.029921,0.012072,-0.0026536
"468.006080508398/106.005612966718",-0.0030649,-0.015253,0.013469,0.0059044,0.022495,0.025192,0.043825,0.030281,-0.045679,0.017128
"468.021673701348/65.4411482948632",0.00050858,-0.032097,0.022772,0.0086057,0.0064707,0.017703,0.038451,0.013084,0.02804,-0.0051846
"468.025929597389/80.6731580331392",-0.002151,-0.021246,0.033516,0.035993,0.006804,-0.0075607,0.027937,0.017216,0.027904,0.0038143
"468.027925067457/54.9448387549146",-0.027396,-0.017206,-0.014364,-0.0069624,0.0018125,0.012646,0.026117,-0.0027589,0.017152,0.0075514
"468.036098348068/71.9244374905203",-0.0043359,-0.028015,-0.0063321,-0.015529,0.023759,-0.00022622,0.041328,-0.039964,0.0081925,-0.0091994
"468.039443531109/60.6901437638924",-0.0075036,-0.026882,0.0040157,-0.029641,0.015128,0.0075013,0.046314,-0.0074047,0.026388,0.0043258
"468.044268328291/66.9849504725499",-0.013508,-0.028646,0.0084823,-0.018889,0.02031,0.001451,0.03483,0.0049595,0.032964,0.0072425
"468.045495255488/61.942078361723",-0.011756,-0.024606,-0.017589,0.002455,0.025295,-0.013963,0.038961,-0.032629,0.012078,-0.0051008
"468.045615728591/41.4976459583102",-0.017012,-0.025036,-0.011586,-0.0053107,0.019192,-0.0078083,0.04083,8.0231e-07,0.03051,0.002646
"468.306491270454/39.437912417182",-0.022877,0.017092,-0.020862,-0.001386,-0.038842,0.0040486,0.00024441,0.011091,0.0067782,-0.0025122
"468.72564892054/56.7613246396936",0.0090559,-0.030185,0.0021314,-0.04,0.020607,-0.020454,-0.012039,0.014595,0.0069282,0.0085512
"468.8142426379/58.6801662769946",-0.014206,0.029993,-0.0093119,-0.012571,-0.0048927,-0.039662,-0.022087,0.014022,0.0080196,-0.010496
"468.989951216974/80.1407131450179",0.017641,-0.01431,-0.012058,-0.015876,0.02774,-0.015632,0.012307,0.046759,-0.023202,0.0093456
"469.089479679816/61.8123524137584",-0.026694,0.015589,-0.027781,-0.013631,-0.0026249,-0.0011252,-0.01499,-0.0088243,0.0060871,0.0077307
"469.778672381983/39.9616889085224",0.017131,-0.0058484,-0.00082122,0.022058,-0.003592,0.029274,-0.0033113,0.0010414,0.065554,0.012154
"470.722787007202/56.47069849383",0.018965,0.021159,-0.0037349,1.7701e-05,-0.018923,0.00061209,0.029953,-0.032768,-0.035592,-0.0011012
"470.972417905385/68.9228680428082",0.028443,-0.011083,0.002199,0.0054641,-0.035373,-0.0041932,0.0046364,-0.002782,0.0010187,-3.6881e-05
"470.990162037361/165.181679055862",-0.011262,0.018755,0.021418,0.033429,0.038453,-0.012179,0.024653,-0.0045082,0.0083109,0.016326
"470.991634365961/64.2426423675964",-0.0089333,0.022325,0.024808,0.039977,0.023754,-0.012966,0.024771,0.0087462,0.0091231,0.0086707
"471.085524890541/60.6614833960944",-0.025123,0.017252,-0.030199,-0.012642,0.0049664,-0.0029312,-0.015185,-0.013412,-0.001713,0.0066395
"471.331851101772/27.6900469181443",-0.018318,-0.027095,0.0081232,-0.033911,-0.0014509,-0.014449,-0.0093245,0.016713,-0.021545,-0.00024798
"472.243534682635/42.9714379684892",0.015261,-0.035481,0.0044342,-0.00086119,-0.016,0.011106,-0.0092559,0.023708,0.023455,-0.00061808
"472.33496682892/28.2259494466724",-0.0064599,-0.039952,0.010602,-0.017763,-0.021992,0.0052088,-0.0010112,0.018824,0.0028124,0.001995
"472.745149013747/46.2135806620541",0.0061115,-0.038378,-0.014662,0.011082,-0.022905,-0.010666,-0.022638,-0.011799,0.0072685,0.0034943
"472.868013303944/63.4828787629446",0.031699,0.0056803,-0.013623,-0.017953,0.0049497,8.4439e-05,-0.0069465,0.0025202,0.0038846,0.0028242
"473.297382936285/40.1770361398907",-0.010001,0.025555,-0.033316,0.027507,0.017858,0.011591,0.012146,-0.025842,-0.0028681,-0.0072409
"473.32642821209/29.5559204132049",-0.023637,-0.0052951,0.0082084,0.031177,0.0091414,0.015311,-0.037977,0.010246,-0.015974,0.0061775
"473.829687396091/29.9641891276705",0.010315,0.0052153,0.0021268,0.011116,-0.027574,0.044905,-0.018779,0.019241,0.05129,0.0077933
"473.955719269316/69.3742840545974",-0.019007,0.0325,-0.020354,0.020803,0.0021151,-0.009353,-0.0022623,-0.001842,0.0041506,-0.0093517
"474.330164486827/31.9580355468837",-0.021067,-0.016861,-0.012192,0.025665,-0.024409,0.010642,-0.023137,-0.021718,-0.021989,-0.017333
"474.340704117237/29.5016959803691",-0.013958,-0.028588,-0.012956,-0.019011,0.0024879,-0.027663,0.014459,0.038223,-0.00082937,0.00056813
"474.831943680083/33.7417689098442",0.0042612,-0.035427,0.0032753,0.031186,0.018013,-0.0099029,-0.021385,0.0048272,-0.025119,0.0041259
"475.805251360614/45.3052483707178",0.011899,-0.034102,0.012278,0.011812,-0.0089656,-0.011839,-0.0060138,-0.015989,-0.042035,0.00079062
"476.217691754358/42.6851117207989",-0.0010534,-0.024064,0.015731,0.0013837,-0.0205,0.032582,-0.030029,0.00041974,0.050267,0.0038285
"476.307016125823/35.4079293989153",0.021386,-0.024138,0.023452,0.0026499,-0.019465,-0.011644,0.003048,0.0034411,-0.030206,0.016711
"476.756485416184/56.5168439495644",-0.017263,-0.020066,0.020963,0.022111,-0.010674,0.020547,0.037732,-0.015881,-0.015829,0.0085261
"476.897716565699/65.4091823134831",0.032172,-0.0023944,0.01401,0.002027,-0.015919,-0.0069903,-0.0044861,-0.0019599,-0.0011402,0.0068775
"477.765160173088/37.3045004045554",0.018615,0.0036022,0.0071182,0.032992,-0.036364,-0.032485,-0.0092787,-0.0067116,-0.017805,0.01308
"478.313564438562/29.4925531241464",-0.0090954,-0.039832,6.8881e-05,-0.0088488,-0.015566,0.0015541,0.011008,0.030582,-0.00113,0.0015425
"478.754138569146/57.4779689308648",-0.027879,0.001503,-0.01951,-0.00040472,0.029708,0.01992,0.0057653,0.0029181,0.0025351,0.0026952
"478.815184364812/27.6059943570184",-0.010245,-0.0436,-0.0042782,-0.00039835,-0.0078732,0.006473,0.004052,0.0016082,-0.010124,0.003751
"479.121638326242/46.5180564380894",-0.026802,0.018307,0.00073369,-0.025124,0.02131,-0.005216,-0.0039789,0.0055035,-0.010053,0.0081826
"479.3088668336/37.2350552512525",0.0027385,0.0144,-0.0027193,-0.037328,0.0055433,0.051453,0.0061624,0.010823,0.03874,-0.0030819
"479.316507696738/28.6335796887246",-0.022365,-0.031519,-0.00091704,0.0054971,-0.0081037,-0.00018103,0.010408,0.023813,0.0075908,0.0071084
"479.383573488414/48.6107504350758",0.032471,-0.0014875,-0.001493,-0.018132,-0.0059577,0.010395,0.0045594,-0.004586,0.00060776,-0.0086127
"479.817652053346/29.7289967798907",-0.0047173,0.003959,-0.003809,0.038877,0.013092,-0.033523,-0.022977,0.007965,0.057451,-0.0035403
"480.308765760571/38.7048659329539",-0.029615,0.0039274,0.0035063,-0.031983,0.010613,0.0012549,-0.0088921,0.0057254,0.0047507,-0.0033587
"480.800669886573/36.662891381634",0.017241,0.026609,-0.014224,0.0302,-0.023806,0.0078257,0.0019198,-0.023914,-0.0037358,0.0035146
"481.262203033345/36.4879694863859",0.0097208,-0.0077966,0.034512,0.01173,0.01927,-0.038692,0.0058331,0.039695,-0.019524,-0.0022004
"481.303363209327/36.3336294979944",-0.017398,0.005604,-0.0069322,0.007776,-0.013127,0.012665,0.043409,0.049253,-0.022194,0.017774
"482.324980874767/38.3515275645166",-0.031933,0.012622,-0.0022823,-0.0082494,0.00078574,0.0093382,-0.0031785,-0.0063934,0.011816,-0.0050995
"483.47689642658/26.9227210515155",-0.014553,-0.00058942,0.01153,0.0097603,-0.047795,0.00045901,0.044707,0.017745,0.009301,0.0052816
"483.792366262626/42.1294416723042",-0.015729,-0.037456,-0.0026471,0.0051047,0.012584,-0.021303,0.0081367,0.0051577,0.013474,-0.011041
"483.956638020258/112.819863878388",0.0045268,-0.030513,-0.013126,-0.013721,0.039159,-0.00032298,-0.035255,-0.002057,-0.0089282,0.013168
"483.958039889129/238.880757741191",0.018439,-0.003117,0.019591,-0.0022475,0.055495,0.0015964,0.010885,-0.0068033,-0.0063519,0.0084015
"483.958053184627/165.418610154281",-0.0083247,-0.033491,-0.0044807,-0.027244,0.020211,-0.028871,0.0012405,-0.019291,0.012166,0.0034355
"484.019557383419/155.751296544201",0.0015521,-0.015145,-0.025262,-0.02579,0.034365,-0.029065,-0.00013309,-0.022134,-0.03975,-0.007151
"484.293949088704/41.6195587194029",-0.012674,-0.037423,-0.013841,0.010515,-0.0078023,-0.0054613,0.0014439,0.029787,-0.012341,0.00067619
"485.062901022127/63.3158170766888",-0.030117,0.01288,-0.0099255,-0.011455,0.013075,0.012868,0.015178,-0.0050746,-0.0008911,0.0045252
"485.955736040235/76.2616959069403",0.029169,0.017955,-0.0067723,-0.0027114,0.019642,0.0010482,-0.015253,0.0045514,0.0011877,-0.0043906
"486.785901162691/58.4453837733669",-0.0068825,-0.0065259,-0.0046953,-0.03496,0.030627,0.0097654,-0.00090671,-0.016539,0.063894,-0.00034894
"486.827028408165/28.1466605765297",-0.020393,-0.034028,-0.0068359,0.016353,-0.0092541,0.0070832,0.0071125,0.011243,-0.0018618,-0.00067489
"486.988084126841/70.7750262537666",0.032316,0.0037863,-0.018155,-0.0042827,-0.003586,0.0018541,0.00042684,0.0067695,0.0042616,0.0028259
"487.059355519119/58.3410334206349",-0.027122,0.016846,-0.019111,-0.022863,-0.0036146,-0.012824,-0.0095634,-0.0046032,0.0033416,-0.014468
"487.328499592918/29.1044172492756",-0.02187,-0.031881,-0.0036948,-0.015403,-0.006545,0.0016137,-0.011358,0.018699,-0.0031325,-0.012235
"487.782129550513/138.998964738916",0.0096813,-0.0046117,0.005977,-0.0094076,-0.029307,-0.026206,0.040548,-0.016037,-0.054491,-0.0085974
"487.829832950103/28.2431305113909",-0.023659,-0.01735,-0.029048,0.022421,-0.011405,0.0092158,-0.010934,0.010603,-0.0055358,-0.00021382
"487.95041106195/51.6384898643326",0.01857,0.0011672,0.014571,0.034893,0.011491,-0.022989,-0.010833,-0.041798,0.022758,0.00065508
"488.357954838501/29.6917448264852",-0.024257,-0.022407,6.0058e-05,0.016223,0.015512,0.018369,-0.027874,-0.003676,-0.0029788,0.008455
"488.54620729664/59.8096271576728",0.017285,-0.017493,0.030764,0.0039947,-0.017919,-0.039897,-0.0048917,0.0050301,0.01841,-0.001699
"488.828974549137/60.0508622443183",-0.027098,-0.002951,-0.029964,-0.0063285,0.021265,-7.9039e-05,-0.014407,0.0069067,0.010484,0.0026883
"488.850806077045/69.2703052973494",0.030664,-0.0058248,-0.014352,-0.017855,-0.016136,0.007564,0.0056378,-0.0021825,0.002872,-0.0011227
"489.114757124572/290.728336329052",0.0053024,0.018235,0.03554,-0.00077519,-0.013397,-0.035571,-0.040015,0.014656,0.010211,0.001163
"489.315024719417/36.5157307448202",0.014584,-0.014435,-0.032068,-0.009237,0.034519,0.0044768,0.026199,0.025091,0.018774,-0.0077022
"489.361549556727/27.6257391658872",-0.023806,-0.016184,0.0064555,-0.015596,-0.014631,0.014174,-0.03957,-0.017255,0.001571,0.0066766
"489.816463782397/37.0981474605275",-0.0048665,-0.016501,-0.017873,-0.049512,0.035282,-0.006828,0.010338,0.011828,-0.015246,-0.013319
"490.225563518772/94.9073499959645",0.0024462,0.035843,0.031489,0.017614,0.02065,-0.0063505,-0.0061435,0.0064378,0.0012207,-0.0014625
"490.317328623782/39.0004886450976",-0.017004,0.031037,-0.018022,0.00040477,-0.018021,0.017707,-0.0095653,-0.026826,-0.0091188,0.0053233
"490.364458012553/27.4315144189964",-0.024278,-0.028788,-0.0047223,0.0067666,-0.018426,0.012339,-0.00040256,0.0090502,0.0010951,-0.0017399
"491.321209764214/36.6681948950749",-0.008069,0.013077,-0.026986,0.023184,0.024962,-0.038341,-0.019601,-0.0321,-0.017518,0.0013491
"491.366515058819/28.8789438855724",-0.028355,-0.018136,-0.0018466,0.022459,-0.011655,-0.0068628,-0.0109,0.0029406,0.0090555,-0.0012605
"491.792053314351/37.934900519543",0.028393,-0.0042753,-0.013141,-0.0037853,-0.017744,0.030377,0.0065605,0.0066543,-0.017008,0.0052238
"493.111801992811/94.3013223478934",0.030883,-0.00027416,-0.011789,-0.0041537,0.019593,-0.01419,0.012287,-0.008609,0.0078969,-0.0083208
"493.313679924787/49.0567282937289",-0.022529,-0.030871,0.0073363,0.014815,-0.010115,-0.013607,0.0099652,-0.0077068,-0.00045824,-0.0040636
"494.256822864548/45.919957853159",0.0085139,-0.040525,0.0015179,0.00018402,-0.017591,-0.016729,-0.023259,-0.0045679,-0.00023939,-0.010668
"494.3169563172/42.5727990694533",-0.015187,-0.036445,-0.0036061,0.0022293,-0.023636,0.0011794,0.023669,-0.0044458,0.0015995,-0.010699
"494.758561850449/45.1754881737819",0.016376,-0.029714,0.0019399,0.026188,-0.022387,-0.010119,-0.0033423,0.019307,0.024676,-0.0054594
"494.838501129458/59.7309942274597",0.030246,-0.012058,-0.017328,-0.010744,0.010624,0.0024929,-0.013802,-0.0013477,0.0029187,0.0053969
"494.867987719861/62.9517251426583",0.033632,0.0024422,-0.005998,-0.0077386,-0.0042344,-0.00019746,-0.0027466,0.0025014,0.0021045,-0.00051147
"495.339433075609/31.6863950047473",-0.0040407,-0.0038569,-0.0017969,0.042723,-0.031009,0.0056934,0.010424,-0.056971,0.00060103,0.0017065
"495.841721951925/33.2674682303986",-0.011244,-0.023867,-0.022936,0.029587,-0.00050112,0.031446,-0.019866,-0.022609,-0.020058,-0.011896
"495.84275222127/30.8713175072794",0.00054809,-0.012199,-0.026778,0.015497,-0.0074935,0.048754,-0.027045,-0.037688,0.013356,-0.01292
"496.340027075925/42.079668539905",-0.0030492,0.0032975,0.037279,0.036087,0.006989,-0.037697,-0.030249,-0.0030532,0.012274,0.0076909
"496.835438680847/71.7692537591202",0.016829,0.010644,-0.044946,-0.020556,0.013831,-0.0094737,-0.016167,0.011584,0.010683,0.0075107
"497.236828542553/38.1168293515386",0.021959,-0.026441,-0.018843,0.022134,-0.010036,-0.0167,-0.0033871,0.010056,0.0051928,0.014492
"497.818073395344/39.9787473041074",0.0021212,-0.040845,0.011185,0.026952,-0.0048444,0.0034546,0.018433,-0.0056251,-9.2995e-05,0.016539
"499.778787460846/40.1826569709109",0.027301,-0.0037773,-0.01994,0.01134,-0.0088102,-0.03365,-0.0036802,0.0060186,0.014758,-0.01255
"500.326441554814/28.3978336453596",-0.013206,-0.039813,0.0039325,0.00090724,-0.0024664,0.0080496,0.021244,0.016423,-0.0079932,-0.0094974
"500.66602384857/60.2667100130873",-0.008794,-0.0073864,0.0055349,0.052532,-0.010555,0.01716,-0.016902,-0.01104,-0.045906,-0.0037807
"500.828432344801/28.5610426057319",-0.0128,-0.038114,-0.0080725,-0.026751,0.0025132,0.0025675,-0.0011181,0.014247,-0.0090066,-0.0017358
"501.329598718436/27.8038712346848",0.0023265,-0.035048,-0.034192,0.020009,-0.0066616,0.012405,0.0011935,0.0076404,-0.013546,-0.0013983
"502.266327369658/116.901158325905",0.029287,0.013067,0.018498,0.018589,0.011563,-0.0023785,-0.0039032,0.005918,-0.0017979,0.0045328
"502.323668254077/30.4239426525941",-0.023444,-0.0041243,0.005565,-0.047079,0.0084054,0.015734,0.0085451,-0.012251,-0.0037136,-0.00083452
"502.814968219728/37.618184141954",-0.022582,0.010578,0.017559,-0.0070948,0.010771,0.022941,0.021958,0.0014916,-0.046369,0.0080135
"502.942028905684/62.1095821928184",0.019066,-0.0024794,-0.002861,-0.028225,-0.0088571,-0.017486,0.042492,0.022442,0.034961,0.012003
"503.818053796411/37.6693322274051",-0.0092838,-0.015076,-0.0087092,-0.030774,-0.046607,-0.013826,0.025325,-0.024587,0.009338,0.0093331
"504.867281825921/44.7177479667154",0.031472,-0.0059888,-0.017201,-0.0030654,0.0008128,0.013281,-0.012109,-0.0069619,-0.0037408,-0.0039652
"504.86821383011/35.7865806710151",0.018684,-0.008082,-0.010333,-0.050098,0.010607,0.011012,-0.019661,-0.021338,0.0057131,0.0092039
"505.805807405031/43.2591917259942",-0.0031035,-0.037441,0.0023479,0.026003,-0.023563,-0.020392,-0.0054172,0.01397,-0.011499,8.5986e-05
"505.871585908772/71.2787034577605",0.031418,-0.0058499,-0.010975,-0.0076001,-0.020837,0.0058096,0.0072568,-0.0012508,0.0028788,-0.009639
"506.699988597808/63.8498865724348",0.0098896,-0.018505,0.021633,-0.03385,0.028245,0.0059586,-0.033399,0.018767,0.022717,-0.013489
"506.708190076848/60.2944370144255",0.0086816,-0.025895,-0.016302,0.042699,-0.0037975,0.030482,0.019649,-0.0022303,0.0021305,0.0062369
"506.799473808851/61.8262129770425",-0.032113,-0.0025591,-0.012594,-0.0024698,0.0092672,0.014383,0.011896,-0.0025822,0.0015235,0.003964
"506.801083684749/67.4403041842598",-0.031497,0.0046173,-0.011996,-0.0010384,0.017311,0.01339,0.0085898,-0.0010361,0.0074793,0.0010681
"506.983238969325/134.526002186266",0.01617,0.01188,0.018192,0.03609,0.00037053,-0.031405,0.026542,0.0051752,-0.031297,-0.0061366
"507.860648611515/71.1137608300038",0.029302,-0.0075819,-0.019274,-0.014726,-0.022285,0.0040624,0.0050408,-0.0010738,0.0043009,-0.0035323
"508.154029056395/96.8579295549059",0.022196,0.0022014,-0.010211,-0.0030552,0.041246,-0.022497,0.024479,-0.018466,0.011462,0.010789
"508.339992164438/41.8897574283398",-0.028832,0.021655,-0.0099106,0.0063876,0.0066254,-0.0058968,-0.0071729,0.0035583,0.011744,-0.0069432
"508.705205062764/58.1867587739281",-0.010509,-0.029902,-0.021588,0.0036679,0.026489,-0.0015578,0.028836,-0.029285,0.010369,0.0017125
"508.7139540214/55.9602255156704",0.013768,0.027755,0.0034499,-0.027104,-0.032833,-0.0072491,0.025793,0.013376,-0.0090131,-0.0020833
"508.797131100854/62.3528483682461",-0.03009,0.0008025,-0.01743,-0.002935,0.014867,0.024804,0.0039173,0.0036274,-0.00015321,0.0029283
"508.83865706481/29.845473401636",-0.0041727,-0.012121,-0.020094,0.012118,-0.0063005,0.029667,0.012852,0.066048,-0.019598,-0.01398
"508.844905263146/62.8253890505991",0.024094,0.0033051,-0.022346,-0.040988,0.0099793,-0.00083595,-0.0134,-0.0014791,0.0050156,0.0023845
"509.287164870271/51.9530739032855",0.014639,-0.03232,0.007545,0.021135,-0.026315,0.021267,0.0047398,-0.015025,0.0014149,-0.0086068
"509.344177281589/41.2586005182",0.015146,-0.014814,0.00055883,0.015685,-4.9872e-05,0.017362,-0.0070956,0.0021333,0.072023,0.011179
"509.844333252593/28.2635446153229",-0.019311,0.00099174,0.0028415,0.054699,-0.011628,0.0080559,0.0017149,0.019162,-0.011684,-0.0059304
"509.924630795995/58.2650075290255",-0.012216,0.017953,0.019216,-0.026229,0.015082,-0.034185,-0.037669,-0.019783,0.010644,0.00052466
"510.291028770444/47.0174978729483",0.012779,-0.038041,-0.00061138,-0.0021052,-0.013623,0.003156,-0.0063661,0.031634,-0.013677,-0.0034464
"510.343683815478/30.9346239529384",-0.0014366,0.0026847,0.0016755,-0.0022996,0.045685,0.050624,0.031021,-0.0012459,0.020556,0.0075688
"510.791796940417/64.9220608830665",-0.0081567,-0.016214,-0.026913,0.021814,-0.047872,-0.024639,-0.0042957,0.0064595,0.010411,0.00084694
"510.812892451222/71.93967339933",0.028959,0.01035,-0.0037662,-0.013414,0.02051,0.024174,0.011548,0.00074991,-0.00014312,0.0002437
"510.833154276417/72.2681819018005",0.032193,-0.00035094,-0.015641,-0.0098027,-0.0081236,0.0082487,0.0060472,0.0026349,0.0030668,-0.0035535
