"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"449.312971302788/232.471284993372",0.0074953,0.035435,-3.4734e-05,0.0096812,-0.025313,-0.010119,-0.0063119,-0.013879,-0.011486,0.0079426
"450.097475070738/198.378225063748",-0.0075398,0.017982,-1.7098e-05,-0.017393,0.0082438,0.0022873,-0.047703,-0.024295,0.01964,0.00068118
"450.262803353425/135.076580333474",0.0032625,0.0044893,-0.038454,-0.010843,0.0015277,0.019505,-0.01417,-0.032431,-0.014356,-0.0017476
"450.832545125893/22.8265172674394",-0.0181,-0.0014596,-0.0025684,0.0010497,0.041107,0.016574,-0.0019017,0.040325,0.001393,-0.006469
"451.110941882024/274.493971926985",0.0082956,0.02102,-0.026,-0.028168,-0.003749,-0.027429,-0.012741,0.011927,0.0013634,0.00065506
"451.125549955278/22.967536066122",-0.020289,0.025536,0.026509,0.0065646,-0.0022487,0.013732,0.0028839,0.0067244,0.0038706,-0.0016555
"451.151305091859/206.020145795408",0.0067374,0.0033327,0.038163,-0.0029103,-0.006018,-0.015914,0.035195,-0.011125,-0.0057982,0.0002937
"451.179604181599/198.623195496523",0.029255,0.0094217,-0.02828,0.0081658,-0.0045972,-0.0028072,0.0016555,4.6711e-05,0.0036957,0.0013779
"451.274181442877/201.003924515341",-0.019473,-0.013213,-0.00011104,-0.033516,-0.0042951,0.029833,-0.01001,0.023011,-0.012932,0.0065882
"451.782019357548/23.8186498612223",-0.0047316,-0.02131,0.031727,0.01492,-0.017769,-6.2393e-05,-0.015147,0.025824,0.012446,0.0049583
"451.95473803054/47.971275818313",0.015719,-0.021783,-0.011325,-0.01176,-0.0019498,0.033817,-0.024843,-0.017277,-0.010457,0.0025655
"452.154667218103/202.886251829633",0.016965,0.0014837,0.034121,-0.00012103,0.00339,-0.013511,0.035041,-0.0042601,0.0038975,0.0003733
"452.836613064282/31.9305730925979",-0.001523,0.030959,0.009857,0.02178,0.0071963,0.017161,-0.027845,-0.017699,0.0018273,0.0063896
"452.843068140061/18.0426398312572",-0.019749,0.0098074,0.036143,0.007483,-0.0031168,0.022842,0.0062805,0.0034068,-0.0008547,-0.0082242
"452.843111019947/140.059359848496",-0.024759,0.019107,0.024831,0.0088819,-0.019563,0.0036584,-0.0031265,-0.0019627,-0.0026304,0.00014145
"452.868934860787/28.3143864118891",0.0011252,0.0090942,0.020907,-0.0047697,-0.039928,-0.0080291,0.0017682,-0.044873,0.0076784,0.0028021
"452.880588331776/27.6757783513539",-0.0022709,-0.018562,-0.010089,0.035094,0.0044479,0.015666,0.032031,-0.0096617,-0.029309,-0.002635
"452.919345324709/23.2085174531948",0.0011273,0.014662,0.0083168,0.039555,-0.011246,-0.0034291,-0.0074873,-0.014646,-0.046746,0.0016805
"453.013806776436/28.5795137491398",-0.031178,0.0061578,0.021826,-0.01692,0.0085169,0.0016153,0.0032438,0.0051761,-0.0057835,0.0030288
"453.867551808716/257.195913685938",0.022899,-0.015819,-0.032908,0.00083096,0.0032864,-0.012821,0.0065381,-0.00091299,0.0064379,0.00092146
"453.927291656224/26.3074414633965",-0.016382,0.025804,-0.017511,0.011932,0.010183,0.01009,0.027234,-0.0070632,0.018512,-0.0083851
"454.81362800057/24.313375926686",-0.0034899,0.013528,0.025147,0.018663,-0.044305,-0.013259,-0.006575,-0.0038326,-0.012019,0.007205
"454.817590012854/59.3932062504236",0.010566,-0.00081308,0.038331,0.0017214,-0.029695,-0.016534,0.0037564,-0.010548,0.01366,0.0032239
"454.831914561658/132.727271052716",-0.032379,0.0060587,0.011195,0.010567,-0.018838,-0.013243,0.012113,-0.0012811,-0.0036443,0.00047017
"454.847564824038/29.5387145919539",0.010165,-0.00043271,0.022854,0.040956,-0.016615,0.015158,-0.025015,0.0019778,0.015144,-0.00686
"454.925594912412/241.658330357688",-0.014761,0.0025346,0.0087175,-0.027407,-0.040568,-0.021345,-0.019691,-0.0034411,0.014086,0.0055303
"454.926922285601/27.3011382790121",-0.018439,0.0002392,0.004197,-0.020104,-0.036813,-0.016889,-0.028855,-0.019976,-0.00049801,0.017986
"455.00634586529/47.8306729076781",0.030396,-0.0031123,0.027322,-0.0033138,0.0014078,0.010144,-0.0065575,-0.0026122,0.0055571,-0.0013568
"455.213511789544/257.524323546799",-0.003203,0.017379,0.022138,-0.009688,0.011358,0.015653,0.047347,-0.006825,-0.0038795,-0.0033013
"455.242207102032/228.140397918956",0.0075325,-0.0013893,0.019684,-0.0086946,-0.047406,0.019539,0.021002,0.0012544,-0.017839,-0.00056715
"456.814203549113/134.113578862087",-0.030114,7.9111e-05,-0.0064415,0.013907,-0.0030136,-0.016175,-0.028672,-0.01562,-0.0037219,-0.0010013
"456.922891967551/240.137278495883",-0.021009,-0.018216,-0.0085268,-0.004897,-0.0065381,0.018376,0.0015047,-0.026518,-0.038235,0.0023904
"457.317695388122/235.471885206224",-0.012235,0.026931,0.020204,-0.00038616,-0.012278,0.019007,-0.019215,0.024254,0.011014,-0.004109
"458.202133791339/181.925222873511",0.011352,0.014681,0.0052282,-0.030218,0.037256,0.028387,-0.011224,0.0029263,-0.0036379,-0.0019051
"458.206609946062/179.417486486127",-0.0048076,0.00052293,-0.0072491,0.026689,0.028097,-0.014589,-0.025786,0.03129,-0.035506,0.0045342
"458.232456347705/283.931156797412",0.026033,0.00339,-0.018406,0.021054,0.020986,0.0064537,0.023729,0.010045,-0.006912,-0.00658
"458.294308542396/236.823383060222",0.01634,-0.019264,-0.011617,0.00012051,0.029326,0.013238,0.02067,-0.021718,0.026622,-0.0035005
"458.888615372528/26.7336513980095",-0.0069388,-0.011296,0.040912,-0.016266,0.0022188,0.0016089,-0.014705,0.023922,-0.0055484,0.0040133
"459.202730445166/192.864518597723",0.016551,0.03247,-0.0109,0.0046549,-0.02519,-0.0041713,-0.0081032,0.001811,0.00026204,-0.001189
"459.210615204034/179.846372588872",-0.019211,-0.031067,0.0079816,0.0030849,0.023605,0.00099869,0.013821,-0.00098641,-0.0029644,0.0053085
"459.261652088638/179.525890212973",0.0089564,-0.030255,0.010931,0.015073,-0.015038,-0.012665,-0.018521,0.025898,0.015929,0.0058072
"459.85045381235/27.5287804099428",0.014543,-0.0016608,0.029105,0.036523,-0.0093986,0.00025519,-0.022084,-0.016161,-0.0014151,0.004805
"459.871590882575/25.4643186184428",-0.027294,0.001908,-0.011202,0.0055479,0.0059053,-0.0052704,0.025127,-0.031125,-0.021663,0.0033863
"460.203924022169/179.519980884307",0.01438,0.032463,-0.015198,0.010673,-0.022899,-0.0070809,-0.0050063,-0.0065616,-0.0021622,-0.00068801
"460.264850619299/179.659124463647",0.0020157,-0.024555,-0.013811,0.0049054,-0.00082085,-0.017363,-0.025833,-0.029499,-0.03424,0.0048803
"460.828497239041/19.2522338841728",0.0020206,0.002913,0.047747,-0.0097771,0.0081862,0.0064612,-0.0084024,0.0074869,0.0042869,-0.001763
"460.829869421621/151.390081853827",-0.015971,0.030669,0.014361,-0.010058,0.0067902,-0.022275,0.0020936,0.01765,0.0077363,0.0024879
"460.839076372755/193.635225493515",0.013413,0.032597,0.0074707,-0.0086227,-0.00098027,-0.02212,0.020434,0.0062232,0.013385,-0.0079068
"460.970950211234/26.1217587630225",-0.021854,0.028834,-0.017589,0.016602,0.0015308,0.0030638,0.0020417,0.0068274,8.5456e-05,-0.0056382
"461.34928875416/260.615112876435",0.024289,0.026713,0.00054026,0.00020062,-0.023963,-0.0027454,-0.013122,0.0066855,0.004091,-0.0017757
"461.752378278261/27.0776858825393",0.0023097,-0.0072889,-0.023473,-0.02368,-0.042636,0.0038334,-0.0079892,0.028942,-0.0020954,-0.0028933
"461.791030703133/27.960080884533",-0.0045892,-0.0097928,0.027181,0.025595,0.0053308,-0.010892,-0.002375,-0.041382,0.027264,0.0045653
"461.965541323826/170.01833593584",0.0063773,-0.019418,0.0028377,-0.016779,0.016377,0.029686,-0.028345,0.02825,0.023473,-0.0091573
"462.272174807609/243.325007362671",0.0078426,-0.0030933,0.027509,-0.021182,-0.0241,-0.035279,-0.013921,0.013677,-0.013425,-0.0044623
"462.812844369799/30.1172984529752",-0.010901,-0.0078308,-0.013125,0.037541,0.012554,-0.0011262,0.027548,0.010298,0.036718,-0.011271
"462.966440149743/26.4104557993644",-0.022919,0.024084,0.025832,-0.00048825,-0.0075708,0.0085345,-0.0065128,0.0022982,-0.001924,0.0037969
"463.011865414227/253.955497814577",-0.022084,-0.021674,-0.0061969,-0.0038218,-0.0016862,0.016546,0.0037635,-0.023797,-0.034582,0.0057825
"463.158966226877/138.991784987194",-0.015061,0.018074,0.028817,0.012925,0.024644,0.023731,-0.0038382,0.005345,0.0017439,-0.00055069
"463.291448304129/228.053896089673",0.019097,0.03013,-0.0048208,0.00089239,-0.027561,-0.0060915,-0.0073411,-0.0014854,-0.012766,-0.0068752
"463.771935243971/23.0843023361733",-0.0167,-0.022057,0.0073305,-0.025801,-0.019967,0.004133,0.017292,-0.002075,-0.032142,0.010866
"463.810793073511/30.7460393251429",-0.019695,0.0022398,0.015085,0.0040296,-0.0010666,-0.044854,-0.004161,0.027932,0.010089,-0.0085806
"463.944898808077/39.8149822224676",0.018106,-0.024314,-0.010438,-0.013344,-0.0039436,0.037472,-0.0043681,-0.010416,0.0035571,-0.0024221
"463.953673309096/29.8129955160366",-0.029735,-0.0056962,-0.0089524,-0.012918,0.015024,0.028776,-0.002128,-0.0099637,-0.010625,-0.0081278
"464.278942493409/203.207634137509",-0.019432,0.020855,-0.029989,-0.0021999,0.01263,0.019409,0.0034899,-0.0041149,0.0018368,-0.0065214
"464.963005986157/46.5052743815719",0.02652,0.0094355,0.015929,-0.0078683,-0.011682,-0.013904,-0.0095808,0.016387,-0.033085,-0.0086967
"464.972442358422/46.6021639452848",0.012822,-0.015011,0.014094,-0.021956,-0.013117,0.024928,-0.025177,-0.019668,0.030505,0.00052079
"465.123128617958/235.719900253707",0.023832,0.024291,-0.021992,-0.0036062,0.0014466,-0.0055929,-0.0025501,0.018645,0.0052157,-0.00037681
"465.815996113856/25.8015639752209",0.02317,-0.022436,0.024521,-0.0060639,0.018201,0.0020642,-0.0054853,0.0011132,-0.0056718,0.0022691
"466.123530163355/272.221848864216",-0.0090801,0.00068458,0.0056654,-0.0054743,0.05424,0.010201,0.017085,0.01571,-0.021222,0.00011484
"466.496460056584/272.855479061309",-0.0099151,-0.010282,0.026594,0.029048,-0.0082802,-0.0062916,0.0087889,0.043145,-0.0023532,0.0041894
"466.810271142437/26.4716371075174",-0.020313,0.0036526,0.0087262,-0.024983,0.022863,-0.0037106,0.022191,0.034293,0.019114,0.0057917
"466.827880249579/29.2166807669493",-0.0065718,0.0059897,0.041321,0.0049704,0.017726,-0.0020833,0.0013922,0.021112,0.024189,0.0037507
"466.831173710063/26.8645944082641",-0.0056902,-0.034841,0.0072377,-0.018571,-0.018541,0.005651,-0.0024663,-0.009924,-0.022982,0.0024953
"467.06346472349/69.5466566264618",-0.0034507,0.022793,0.027317,0.011282,0.012932,7.6094e-05,0.018909,-0.030848,-0.021655,0.0085772
"467.144696615081/168.543095626698",-0.008378,-0.012966,-0.031424,-0.023046,0.019661,0.024995,-0.010708,-0.013353,0.014106,-0.01332
"467.21383021569/247.745407013778",0.018967,0.031591,-0.0035823,-0.0021236,-0.025124,-0.0053459,-0.010923,0.0015645,0.0044234,-0.0037837
"467.810649557659/223.225861822632",0.0057672,-0.035353,-0.01277,-0.010638,0.0073076,-0.014817,0.022593,0.0089504,0.00084063,-0.0041454
"467.813384037038/28.28292994822",0.019758,-0.013126,-0.0083067,-0.027883,-0.023177,-0.020839,0.020801,0.021237,0.0002371,-0.0023467
"467.837810312333/26.7236063028673",0.016547,-0.031334,0.019013,0.01257,-0.0087178,-0.015607,0.0050044,0.00062056,-0.0022069,0.0041719
"467.907094802075/292.784681208297",0.0048235,0.032839,0.022614,-0.0093311,0.0064068,-0.0042731,0.012566,-0.023185,-0.0094459,0.004202
"467.907130821322/286.549626520293",0.0054802,0.03216,0.024645,-0.0066689,0.007324,-0.009989,0.01481,-0.019261,-0.0028438,-0.0029473
"467.908411144368/284.039857600292",0.022173,0.023058,-0.0025476,-0.0047268,0.00050032,-0.019409,0.016771,-0.030145,-0.014539,-0.0024783
"467.908443799117/293.014060832945",0.0047676,0.029919,0.024689,-0.012407,-0.0070153,-0.002969,0.013626,-0.027258,-0.010156,0.0043536
"467.908447947438/290.927544681911",0.0032373,0.030702,0.021202,-0.010662,-0.0072087,-0.00021666,0.010731,-0.030188,-0.018795,0.0094341
"467.911187541237/289.188697696117",0.0062752,0.02976,0.026083,-0.0045469,-0.0085803,-0.000622,0.017132,-0.020144,-0.016694,-0.0013947
"467.917969874897/192.887461219759",-0.0027904,0.027105,0.0082226,0.0040326,0.027862,-0.03387,-0.0054904,-0.022458,0.0068146,0.00022116
"467.926098382058/149.520126007877",-0.0045475,0.03225,0.0065957,-0.020542,0.010384,-0.02134,0.0092208,-0.012285,-0.025359,-0.0095342
"467.926121090264/202.86552867781",0.0027791,0.02465,0.0094457,-0.0048162,0.039461,-0.013531,-0.022147,-0.016816,-0.014906,-0.0031173
"467.937742046878/261.041069597924",0.00076549,0.025926,0.01133,-0.0028077,0.034669,-0.026576,-0.013695,-0.020834,0.0033861,-0.00066633
"467.939126749568/229.212702194782",0.0024055,0.022326,0.022154,-0.022963,0.0092555,-0.039003,-0.0015038,-0.0091485,0.0055628,-0.0057803
"467.949204851515/230.554267124643",0.013703,0.011512,0.033563,-0.013971,-0.010591,0.010528,0.015564,-0.016739,0.027997,0.006821
"467.951207003468/248.389903717406",0.013467,0.014877,-0.0065291,-0.027797,0.0088216,-0.036825,0.025032,-0.0064457,0.018468,-0.0032996
"467.951329911394/251.552366633568",0.0062347,0.02596,0.018944,0.021778,0.018111,0.0016496,0.012972,-0.028274,0.021125,0.00067432
"467.953794219084/248.895573149029",0.017297,0.019738,-0.0081144,-0.0044113,-0.0079867,0.016693,0.02914,-0.037959,-0.0078638,-0.00010321
"467.954624228267/240.443978682456",0.016575,0.0077027,0.0090262,0.001861,-0.025276,-0.025249,0.040732,-0.00083208,0.018962,-0.0024092
"467.958374308744/236.117018801028",0.0074354,0.013222,-0.0037102,0.0042876,-0.040663,-0.0077953,0.035696,-0.024708,-0.015851,-0.005403
"467.959937081274/239.064870026539",0.013926,0.020985,-0.0052179,-0.013587,-0.018892,0.005286,0.035079,-0.020079,-0.026228,0.003054
"467.960502985371/238.637702805557",0.011521,0.022905,-0.0079253,-0.011812,-0.015286,0.0054579,0.031165,-0.022122,-0.032669,-0.0057114
"467.960605967941/249.523771223245",-0.00059185,0.013067,-0.020619,-0.013366,-0.027326,-0.026605,0.023601,-0.016165,-0.031619,-0.0084955
"467.961933668179/234.922529635602",0.001918,0.025138,0.01031,-0.010226,-0.014706,0.023922,0.031405,-0.010229,-0.029702,-0.0083434
"467.963693819485/238.677828233896",-0.0081811,0.0080866,0.00093382,0.001033,-0.05144,0.029998,-0.00185,-0.0032352,0.019798,-0.0077058
"467.96810093982/71.1996765183522",0.0085652,-0.022305,0.017653,-0.040623,0.011066,0.017097,-0.0085957,-0.011715,0.0028747,0.0026948
"467.978383850293/48.2713901893572",-0.0086488,0.0070019,0.0023824,-0.032502,0.0079417,0.011822,0.051637,-0.0024143,0.0045515,-0.00023414
"467.983079807918/278.134518209846",-0.009651,-0.021541,-0.025463,-0.016691,-0.029581,0.010042,-0.0076806,0.023237,-0.0052614,-0.005628
"467.983102532738/38.4697765726381",-0.0050359,-0.0093323,0.0017436,-0.043624,-0.0038184,0.032084,0.01724,-0.010444,0.02759,-0.0027882
"467.984478061843/73.7857437088056",-0.0036294,-0.026128,-0.0072482,-0.012668,-0.039494,0.017221,0.011137,0.019339,-0.0089088,0.0086931
"467.989906858387/54.5050839294493",-0.011363,-0.0079211,0.016315,-0.013885,-0.033381,0.010011,0.032146,-0.032437,0.0051583,-0.0038387
"467.991311781154/32.2688159550506",0.0012374,-0.018241,-0.0041752,-0.014158,-0.038825,0.0054394,0.033405,-0.022751,0.015716,-0.0086877
"467.99132182176/76.0383858707266",0.023805,-0.0031877,-0.0063714,0.001724,-0.036154,0.0071731,0.0071313,0.029341,0.021976,0.0049815
"467.998065179524/252.869137249872",0.005495,-0.0065766,-0.0274,0.021919,-0.027696,0.028172,-0.010341,0.0014093,0.028555,0.0031117
"468.000789670527/236.584837974825",-0.019565,-0.0055836,-0.0011595,0.021027,-0.020578,0.033687,-0.0019517,-0.015663,0.033276,0.0056497
"468.006225110891/35.6144499542968",0.0010002,-0.02594,-0.018058,0.026918,-0.014762,0.033279,0.00032135,0.0014619,0.0071152,-0.0099618
"468.007804197952/245.019541325129",-0.0059813,-0.012932,-0.031021,0.013542,-0.01877,0.018612,-0.0050547,-0.01063,0.038658,-0.011562
"468.009678312073/33.2218251037416",-0.00045917,-0.02625,-0.017968,0.026237,-0.014709,0.033604,-0.00013479,0.001188,0.0059743,-0.0087371
"468.010909417491/41.8837472198873",-0.0008149,-0.026211,-0.018649,0.025612,-0.014961,0.033497,-0.00061573,0.0010227,0.0052999,-0.008554
"468.010930542688/40.7599834161288",-0.00035242,-0.026017,-0.017402,0.026602,-0.015062,0.034154,0.00019257,0.00049326,0.0055073,-0.0038167
"468.01166509658/32.5563468373562",-0.0011777,-0.026308,-0.020077,0.023816,-0.015624,0.033216,-0.00038054,-0.0022101,0.0011434,0.0050809
"468.013004575257/49.0757062430496",-0.00079163,-0.023553,-0.016556,0.02691,-0.018583,0.03714,-0.00082231,-0.0020547,0.0024807,-0.0012908
"468.013029228719/40.8484668485754",0.0018713,-0.026688,-0.020874,0.02471,-0.014386,0.031236,0.00095586,-0.0011134,0.0040012,-0.0027362
"468.014361143594/48.0512237871509",0.0024117,-0.027084,-0.023625,0.022752,-0.013625,0.028807,0.00030228,-0.00055105,0.0038547,0.0038486
"468.014969862228/249.576657724096",0.015383,-0.0099287,-0.041079,0.0015428,-0.011123,-0.00078782,-0.011168,0.011138,0.011031,-0.0041758
"468.014998262854/39.2125161178803",0.0027353,-0.025094,-0.022103,0.024838,-0.016108,0.031596,-0.00079722,0.00042317,0.0054097,-0.00091033
"468.015675332854/255.364612105003",0.016125,-0.010138,-0.040114,0.0021105,-0.0093769,-0.0022307,-0.010597,0.013282,0.014021,-0.0073033
"468.015686125098/32.0985959134092",0.0025942,-0.025228,-0.022094,0.025,-0.015578,0.031206,-0.0012579,0.0021225,0.007101,-0.0078416
"468.01707541128/53.5616577651551",0.00022723,-0.030593,-0.030803,0.011927,-0.0055397,0.016219,-0.00030783,0.00031251,0.00029574,0.00041555
"468.017091717193/46.641264685499",0.0034638,-0.026447,-0.021357,0.024871,-0.014392,0.030529,0.0016721,-0.0017236,0.0041402,-0.00025179
"468.216920258515/248.395804522347",0.0030342,0.0099775,0.01337,0.019684,-0.011485,0.011519,0.021093,-0.03879,0.043949,0.0068556
"468.263070975496/199.14580887765",0.011021,-0.011188,-0.024872,-0.011855,-0.021801,-0.0069768,-0.0067129,0.04189,0.025156,-0.00077298
"468.855113860898/29.5450318320611",0.010621,0.0068354,0.01813,-0.0494,0.0087676,0.011868,0.0070681,0.021991,-0.0070077,-0.0062696
"468.859213226563/196.353570766898",0.020958,-0.021099,0.017059,-0.015858,-0.0039583,0.015584,-0.0052674,-0.012841,-0.0312,0.00069769
"468.897363461217/23.4047972605635",-0.033608,-0.0030901,-0.0020614,-0.018136,-0.01115,-0.0058583,-0.013928,0.007418,-0.011382,0.0043949
"469.139998150867/183.86556000075",-0.0016221,-0.026111,0.01079,0.0080632,0.036332,0.003406,0.028486,0.017392,-0.0019276,0.0014293
"469.900372342161/26.5885596204166",-0.027477,0.016083,0.0053241,-0.024136,0.0095705,-0.012158,-0.020053,0.0045543,-0.010069,0.0038005
"470.195749631743/182.444114302385",0.02626,0.027747,-0.0038984,-0.00013054,-0.017593,-0.00074562,-0.00021618,-0.003806,0.0055406,0.0031345
"470.28847184514/47.9713846220725",0.0054802,0.023287,-0.0097293,-0.028585,-0.019166,0.0015778,0.034472,-0.010359,0.018842,-0.0046098
"470.799709634712/28.8437211183718",0.013442,-0.002604,0.028892,-0.00041326,-0.035383,0.012891,0.02607,0.014441,0.0040085,0.0022349
"470.821640399597/33.0192878709931",0.005884,-0.0014092,0.018567,0.011827,0.0029461,-0.034277,-0.045351,-0.01295,-0.013461,0.00025826
"470.828451066759/204.629735597713",-0.0065503,0.0142,-0.0014689,-0.012665,-0.026552,-0.011437,0.026677,0.017662,-0.047952,0.0027966
"470.980652233478/48.6958388132372",0.013783,-0.019268,0.01197,-0.025816,-0.012752,0.019843,-0.020451,-0.025077,0.023987,0.0071177
"470.999868714816/24.7875091170588",0.028972,0.012534,0.020873,-0.0041085,-0.00049417,0.019585,-0.013973,0.0023913,-0.0067835,0.0092393
"471.278405111727/200.277377356622",0.016401,0.014362,0.035156,0.0045319,0.010023,0.0057019,0.0094148,0.019446,-0.020889,0.007298
"471.29628924223/218.035220770841",-0.030808,-0.013001,0.016022,-0.0065895,-0.01503,-0.010097,0.0017094,-0.012677,-0.009462,-0.0017756
"471.797772872206/30.7522798527059",-0.0057173,-0.0047542,-0.021676,0.014796,0.026397,-0.030194,0.037714,-0.0071091,0.0082791,-0.0077085
"472.114199548659/205.166700607703",0.027041,0.020327,0.010128,-0.016191,-0.0072838,-0.0059119,0.015485,0.017501,0.010585,0.0013102
"472.300108008836/218.120121178071",-0.026788,-0.018982,-0.0057618,-0.016393,-0.023184,-0.014533,-0.0084451,-0.0083621,0.0067133,0.0025214
"472.754954273982/26.0241555467685",0.022899,-0.015819,-0.032908,0.00083096,0.0032864,-0.012821,0.0065381,-0.00091299,0.0064379,0.00092146
"472.852891966246/27.8128275047788",-0.022699,-0.024718,-0.0036965,-0.002647,0.0032782,0.014329,0.0059762,-0.020518,-0.030124,0.0042864
"473.037853748465/197.235682921934",-0.0029615,0.014546,0.014426,-0.031459,0.0014276,-0.012282,-0.031695,0.0074299,0.039778,0.0065029
"473.171763503503/204.728364948312",0.013145,-0.0035641,0.037342,0.0055312,-0.027,-0.0071837,0.013776,0.01711,-0.011099,-0.0020453
"473.302973161884/213.172103779243",0.016807,-0.018798,0.012675,0.027674,-0.0012012,-0.027549,0.019621,0.014219,-0.017268,0.0032191
"473.764731648824/23.7464748517829",0.010883,-0.024205,-0.00052066,-0.037607,0.019793,-0.0001782,0.019843,0.0178,-0.0034861,0.0049286
"473.803571415802/29.5650388552254",0.016926,0.0078311,0.019852,0.0041794,0.019532,0.04645,0.0033495,-0.004361,0.0051102,0.00011224
"473.936473873229/50.7704392960127",0.024829,-0.0079809,-0.016809,-0.0090672,0.014995,0.015915,-0.026177,-0.020307,-0.017577,-0.0062037
"474.088791467747/198.360985944471",0.026686,-0.011796,-0.0071728,0.029304,-0.0095769,0.016995,0.015956,-0.0075504,0.013197,0.0022786
"474.092957241596/200.523719977712",-0.029474,0.0024229,-0.0091302,0.0081088,0.021793,-0.0099857,-0.026679,0.012675,-0.0060201,-0.0013008
"474.176052728375/204.355127354977",0.016529,0.0068747,0.021783,0.021393,-0.00045102,-0.0022335,0.034951,0.014901,0.030272,0.0068737
"474.739155493414/23.1884918074638",-0.0067408,-0.017174,-0.011854,0.024038,-0.036492,-0.032781,0.012308,0.0035308,-0.00024364,-0.0047597
"474.740442450849/195.349778696164",0.012745,0.0021338,-0.033159,0.030501,-0.027903,-0.0074757,0.0051751,-0.0029391,0.0046255,-0.0011959
"474.805732274715/22.0487433413537",0.011094,-0.0030685,-0.0022736,-0.034626,-0.025698,-0.027863,0.027822,0.00064695,0.023324,0.0045868
"474.824819912355/138.931013644365",-0.021533,0.030461,-0.015322,0.002726,0.001457,0.0035608,0.0098045,0.0077884,-0.012888,-0.00044167
"474.83772368688/41.9219388560618",0.02889,-0.0017075,0.027211,-0.016922,-0.00049544,0.00065026,-0.010307,0.007587,-0.0063185,3.8184e-05
"474.876489943985/23.4213629368721",-0.0062881,-0.0072672,-0.023384,-0.01104,0.036246,-0.013864,-0.02817,-0.0073312,-0.028703,-0.010405
"474.966809798293/63.9681652722108",0.024228,0.021321,-0.015619,0.013727,0.014294,0.0087482,-0.022793,0.0025926,-0.0052008,-0.0036014
"475.093237843327/198.850246840913",-0.0043044,0.010369,-0.036479,0.017459,-0.0071071,-0.030344,-0.016867,-0.012424,-0.0026949,-0.0088298
"475.183559820728/220.964128032123",0.0047829,0.037453,0.010074,0.0059913,0.0037606,-0.0035445,0.023156,-0.013421,-0.0016317,0.0035585
"475.19748351751/183.622291532579",0.022093,0.028967,-0.0049557,0.0073172,-0.02444,-0.0052039,-0.0034051,0.0015625,-0.0097433,0.0088816
"475.28925354401/183.152203808743",0.029291,-0.013151,-0.0026478,0.031416,-0.0069325,-0.00090227,-0.0041269,-0.012387,0.0069262,-0.0093751
"475.784645375853/25.0138419608149",0.0047435,-0.0026222,0.018346,-0.035654,-0.031904,-0.014903,0.020345,0.0274,-0.0053276,-0.0037506
"476.277956501314/210.119888824251",-0.0065527,0.031057,-0.017313,0.0087687,0.02108,0.0023738,-0.0072959,-0.027958,-0.014641,-0.011453
"476.305847917574/228.854165245532",0.021743,-0.01312,0.0077729,-0.019722,0.011057,0.0025426,-0.0066054,0.0035037,0.048385,0.0014057
"476.820966686607/29.0672048933287",-0.01781,0.01119,0.03185,0.0067623,-0.0078721,0.033332,0.0066496,-0.0013941,-0.0062386,-0.0071088
"476.861478358367/27.6304309234704",-0.011523,0.0049621,0.031985,-0.020101,-0.028282,0.021075,0.019433,-0.0028327,-0.001261,-0.0064854
"476.865695070468/20.0499704166528",0.024613,0.0081456,0.013574,-0.0061208,-0.010152,0.012054,-0.0061114,-0.0066356,-0.046577,0.0052415
"477.153668088684/170.049775162468",-0.0020623,-0.0034488,0.010928,0.035619,-0.027282,0.026147,-0.035793,-0.0015984,0.0010633,0.0077632
"477.197821358084/227.204934395371",0.026662,0.024296,-0.013002,-0.0040298,-0.0060041,-0.010428,0.014115,-0.010669,0.0028885,-0.0088756
"478.294157153746/223.048373491823",-0.028562,0.0093099,-0.017375,-0.022302,-0.0074617,0.0048849,-0.0058711,-0.022481,-0.0090505,0.0017144
"478.729526933187/23.9867020079908",-0.027064,0.0087857,-0.0014745,-0.033084,0.015665,0.01057,0.018487,0.0052803,-0.0023669,0.00014291
"478.780231423931/25.1126230918058",0.019731,-0.0026326,-0.00075006,-0.039295,-0.0045113,-0.0064023,-0.022008,-0.0062793,-0.034504,0.0023189
"478.798434250281/144.332130179563",-0.0015684,0.024769,0.009822,-0.03929,0.0045034,-0.011276,0.029354,-0.0013605,0.0071604,-0.00030722
"478.849097690662/191.812306222859",0.022743,0.0020692,0.014313,-0.004313,0.014327,-0.013956,0.020309,-0.036237,-0.026377,0.0046899
"479.297891491414/223.677474651553",-0.0097216,0.01885,-0.022709,-0.024594,0.0056535,0.01577,0.0055253,-0.040756,-0.0072374,-0.0045475
"479.320321922817/202.358195597914",0.018813,0.032709,-0.0076358,0.00087773,-0.019046,0.0017927,-0.013391,-0.0036101,0.005665,0.0020413
"479.9279298153/36.0293226284902",-0.0033324,-0.00353,-0.0059891,-0.018562,0.030359,0.032154,0.0071636,-0.0032935,-0.048568,0.0018089
"479.988585726774/291.424050100915",-0.019211,-0.031067,0.0079816,0.0030849,0.023605,0.00099869,0.013821,-0.00098641,-0.0029644,0.0053085
"480.326045913862/276.172198063395",-0.019211,-0.031067,0.0079816,0.0030849,0.023605,0.00099869,0.013821,-0.00098641,-0.0029644,0.00252
"481.246951457703/198.981637272514",-0.021766,0.0011247,-0.0018945,-0.041947,0.028399,0.0013933,0.0040307,-0.012341,-0.0031805,-0.0035786
