massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1506	322.8867876	137.1748034	0.1037	1.8359	
row1507	746.5694511	42.81749593	0.10379	1.8353	
row1508	826.8058728	69.19237441	0.1038	-1.8352	
row1509	574.3274272	41.5221252	0.10391	1.8346	
row1510	356.7132285	29.27893631	0.10397	-1.8342	
row1511	315.0672637	116.4063446	0.10407	-1.8335	
row1512	442.9831584	62.88635888	0.10407	-1.8335	
row1513	604.4155127	27.39691212	0.10412	-1.8332	
row1514	234.1522419	27.07512999	0.10416	1.833	
row1515	440.0961685	239.7007952	0.10453	-1.8307	
row1516	86.09641881	225.559703	0.10463	-1.8301	
row1517	286.2000336	83.29616708	0.10463	-1.8301	
row1518	624.4481087	28.96597086	0.10469	-1.8297	
row1519	178.0840694	125.075236	0.10477	-1.8292	
row1520	119.0250873	139.4495824	0.10486	-1.8286	
row1521	437.2359976	35.14110812	0.10492	-1.8282	
row1522	372.3189122	224.9144611	0.10504	1.8275	
row1523	409.2349394	30.03624862	0.10504	-1.8275	
row1524	190.0903093	147.993883	0.10507	-1.8273	
row1525	336.0118239	56.38590957	0.10526	1.8261	
row1526	284.620794	145.0848932	0.10534	1.8257	
row1527	448.9904155	53.60923465	0.1054	-1.8253	
row1528	304.4059664	141.4505705	0.10573	-1.8232	
row1529	309.0946233	77.71153615	0.10574	1.8232	
row1530	648.4347232	31.15357673	0.10589	-1.8222	
row1531	450.290903	38.5205593	0.1059	-1.8221	
row1532	483.7923663	42.12944167	0.10605	-1.8212	
row1533	986.4043165	55.79830498	0.10606	-1.8212	
row1534	217.0753863	146.0199098	0.1062	1.8203	
row1535	553.8678929	30.34348154	0.10629	-1.8198	
row1536	152.0322944	105.4235859	0.10639	-1.8192	
row1537	500.7547304	63.9621796	0.10652	-1.8184	
row1538	492.2928889	37.83915796	0.10655	-1.8182	
row1539	563.9432651	244.9245446	0.10658	1.818	
row1540	1271.949969	170.8337185	0.10658	-1.818	
row1541	467.9967074	55.53413192	0.10672	-1.8172	
row1542	249.1080564	83.68169681	0.10672	-1.8171	
row1543	900.7751683	70.37284569	0.10698	-1.8155	
row1544	189.1234271	48.92009979	0.10704	1.8152	
row1545	514.3068234	38.19329966	0.10721	-1.8141	
row1546	343.1951318	29.01518248	0.10722	-1.8141	
row1547	868.3196444	67.94883919	0.1076	1.8118	
row1548	430.8526365	189.0764295	0.10761	-1.8117	
row1549	639.4970936	26.12297777	0.10768	1.8113	
row1550	589.0471279	60.34959782	0.10768	-1.8113	
row1551	702.7081846	139.8473146	0.10793	-1.8097	
row1552	346.2333592	39.16610275	0.108	1.8094	
row1553	298.8111349	52.76591138	0.10821	-1.8081	
row1554	550.8196947	249.7114259	0.10852	1.8062	
row1555	948.4479076	51.05851892	0.10869	-1.8052	
row1556	348.9419537	282.966899	0.10872	1.805	
row1557	91.30781311	132.0019208	0.10884	1.8043	
row1558	153.040698	48.25667701	0.10888	1.804	
row1559	90.29584364	272.4231182	0.10904	-1.803	
row1560	328.0280488	65.8690094	0.10931	-1.8014	
row1561	429.3116093	29.11802662	0.10933	-1.8014	
row1562	583.8655723	66.4063454	0.10955	-1.8	
row1563	826.5059131	55.81251301	0.10959	-1.7998	
row1564	162.0109534	141.0416909	0.10961	1.7997	
row1565	373.9019143	141.1064543	0.10965	-1.7994	
row1566	748.7370766	243.8172553	0.10965	-1.7994	
row1567	1045.420713	43.22579378	0.10976	-1.7988	
row1568	1016.673241	32.3113731	0.10996	-1.7975	
row1569	797.5155708	41.34057019	0.11006	1.797	
row1570	302.8698167	164.3385805	0.11008	-1.7969	
row1571	541.8447958	36.22277312	0.1101	-1.7968	
row1572	157.9874231	123.7759016	0.11011	1.7967	
row1573	733.0992753	61.32400056	0.11015	1.7964	
row1574	522.2936723	40.21297902	0.11041	-1.7949	
row1575	448.8417777	63.06997795	0.11041	1.7949	
row1576	834.4475224	56.01644182	0.11079	-1.7926	
row1577	594.3599297	41.82912499	0.11083	-1.7924	
row1578	247.0260486	66.94525296	0.1109	-1.792	
row1579	806.4479209	55.9352244	0.11104	-1.7912	
row1580	157.1224722	104.5400683	0.11131	-1.7896	
row1581	125.9601784	283.3843648	0.11141	1.789	
row1582	175.0314464	125.6584273	0.11149	-1.7885	
row1583	227.0448332	64.72003113	0.11153	1.7883	
row1584	225.9562733	135.9987597	0.11172	1.7872	
row1585	829.8991684	72.04561049	0.11174	1.7871	
row1586	402.8246953	58.30881874	0.11179	-1.7868	
row1587	840.6404628	55.76386418	0.11179	-1.7868	
row1588	490.364458	27.43151442	0.11189	-1.7862	
row1589	738.7299704	49.97854783	0.1119	-1.7861	
row1590	823.8501167	82.62482501	0.11197	-1.7857	
row1591	248.1233149	144.7906202	0.11198	1.7857	
row1592	388.9392162	57.88780718	0.11199	-1.7856	
row1593	108.5360093	44.86887804	0.11215	-1.7847	
row1594	267.0571407	79.86863134	0.11248	1.7827	
row1595	136.0393668	38.98108104	0.11252	1.7825	
row1596	373.901758	138.8900006	0.11288	-1.7804	
row1597	764.5259871	32.79322634	0.11291	1.7802	
row1598	250.3240243	136.5384714	0.11292	1.7802	
row1599	562.3758747	67.82125942	0.113	1.7797	
row1600	561.3912327	28.80264949	0.11306	-1.7794	
row1601	576.2567165	138.4774227	0.11308	1.7793	
row1602	776.7716894	95.44087826	0.11342	-1.7773	
row1603	117.7437692	63.8053642	0.11349	-1.7769	
row1604	103.507647	117.5353595	0.11433	-1.772	
row1605	894.259059	58.50455616	0.11454	-1.7708	
row1606	530.0910336	88.26433232	0.11457	-1.7706	
row1607	413.2773361	29.35824275	0.11477	-1.7695	
row1608	384.9194947	20.33816819	0.11481	-1.7693	
row1609	199.5005028	116.5198218	0.11503	-1.768	
row1610	359.3153228	95.19936677	0.11506	1.7679	
row1611	835.0559404	93.41213413	0.11514	-1.7674	
row1612	581.931769	157.4935191	0.11517	-1.7672	
row1613	228.0454255	56.08609617	0.11527	1.7667	
row1614	203.1026725	276.0585814	0.11586	-1.7633	
row1615	417.9345526	62.45233699	0.11636	-1.7605	
row1616	332.2876414	104.5098545	0.11638	-1.7604	
row1617	177.1232183	86.55031107	0.11642	1.7602	
row1618	346.5403605	138.0939669	0.11647	1.7599	
row1619	308.4089426	137.7473923	0.11657	1.7593	
row1620	670.4259755	36.27850961	0.11685	-1.7577	
row1621	158.0071021	114.7775911	0.11699	-1.757	
row1622	889.0892879	60.48917099	0.11711	1.7563	
row1623	622.4429255	27.67541021	0.11738	-1.7548	
row1624	224.0434001	61.54150725	0.11747	1.7542	
row1625	148.0507297	107.8907544	0.11758	-1.7536	
row1626	180.6379574	89.68484097	0.11772	-1.7528	
row1627	129.0739047	258.3117493	0.11775	-1.7527	
row1628	500.3264416	28.39783365	0.11808	-1.7508	
row1629	366.3730843	27.12636437	0.11822	1.7501	
row1630	125.042686	35.63778307	0.11847	1.7487	
row1631	234.5387612	282.7890546	0.11851	1.7485	
row1632	413.7787682	28.92701905	0.11859	-1.748	
row1633	128.9859405	127.4773134	0.11874	1.7472	
row1634	215.0144968	121.9368445	0.11881	-1.7468	
row1635	767.5757007	50.45241656	0.11893	-1.7461	
row1636	539.8683546	33.14088314	0.11899	-1.7458	
row1637	478.7541386	57.47796893	0.11906	1.7454	
row1638	469.7786724	39.96168891	0.1191	-1.7452	
row1639	528.3201865	41.80725414	0.11919	-1.7447	
row1640	290.5910259	41.37977255	0.1196	-1.7425	
row1641	669.4184982	42.97179592	0.11987	-1.741	
row1642	735.9924231	44.25471809	0.11993	1.7406	
row1643	111.0552977	85.20836333	0.12012	1.7396	
row1644	1067.854711	67.98581227	0.12013	1.7395	
row1645	737.4949543	31.00903549	0.12014	-1.7395	
row1646	200.0684198	66.7042533	0.12031	-1.7386	
row1647	416.8726487	122.8759636	0.12059	-1.737	
row1648	354.8964735	137.730005	0.1206	-1.7369	
row1649	423.2644748	30.83796922	0.12071	-1.7364	
row1650	345.0056381	62.01901142	0.12085	-1.7356	
row1651	255.1427746	31.76724298	0.1209	-1.7353	
row1652	344.0139411	165.7977087	0.12116	-1.7339	
row1653	816.4751719	56.17371975	0.12137	-1.7328	
row1654	493.111802	94.30132235	0.12182	-1.7303	
row1655	600.9808586	64.46144476	0.12188	-1.73	
row1656	176.4180146	137.5595634	0.12226	1.728	
row1657	644.4472901	51.60965215	0.12261	-1.7261	
row1658	115.5161459	263.3954367	0.12281	1.725	
row1659	328.8818797	66.4853314	0.12283	-1.7249	
row1660	841.5762508	31.07906146	0.1229	-1.7245	
row1661	242.1863077	79.93113276	0.12297	-1.7242	
row1662	430.3145094	28.66589183	0.12318	-1.723	
row1663	90.75679886	21.84696623	0.12326	-1.7226	
row1664	610.8290954	147.1285085	0.12342	-1.7217	
row1665	588.9109616	68.6626085	0.12376	1.7199	
row1666	628.8581909	70.61026172	0.12393	1.719	
row1667	175.0017112	44.3451251	0.12405	1.7184	
row1668	441.9909633	139.177115	0.12433	-1.7169	
row1669	544.7452635	57.20813649	0.12518	1.7124	
row1670	419.3239847	137.6378981	0.12543	-1.7111	
row1671	444.9897436	155.9858306	0.12543	-1.7111	
row1672	291.0841652	39.70889166	0.12561	-1.7101	
row1673	174.1181702	81.23796272	0.1257	1.7097	
row1674	835.0138017	60.76465114	0.1258	1.7091	
row1675	526.7740388	56.6551087	0.12589	-1.7086	
row1676	561.2216494	40.51001141	0.1259	1.7086	
row1677	359.464204	140.3053169	0.12599	-1.7081	
row1678	468.9899512	80.14071315	0.126	-1.7081	
row1679	292.4430056	39.43239604	0.12607	-1.7077	
row1680	186.967208	116.49381	0.1262	-1.707	
row1681	352.813558	64.54153418	0.12625	-1.7068	
row1682	542.9668707	126.0131759	0.12651	-1.7054	
row1683	858.4614405	55.44875085	0.12659	-1.705	
row1684	404.2414035	37.27846025	0.1268	-1.7039	
row1685	302.3734502	137.842182	0.12698	1.703	
row1686	265.9761312	116.4882538	0.12722	-1.7017	
row1687	563.8588108	32.98471	0.12754	-1.7001	
row1688	131.0224677	112.1677193	0.12766	-1.6994	
row1689	922.4903754	42.26531192	0.12767	-1.6994	
row1690	167.0527406	136.3032346	0.12774	1.699	
row1691	142.5896541	279.6935215	0.12791	-1.6982	
row1692	394.9679769	62.3512645	0.1284	1.6956	
row1693	690.8867507	62.07044591	0.12849	1.6952	
row1694	742.9210769	66.7510416	0.1285	-1.6951	
row1695	135.041584	110.1158902	0.12898	-1.6927	
row1696	955.6177108	27.8970353	0.12916	-1.6917	
row1697	495.8427522	30.87131751	0.12935	-1.6907	
row1698	283.9969467	64.28363628	0.1294	1.6905	
row1699	625.3935977	43.99029829	0.12943	-1.6904	
row1700	648.8914165	67.13280128	0.12946	-1.6902	
row1701	132.5364359	135.7582887	0.13005	1.6872	
row1702	493.8826017	53.29050809	0.13033	1.6858	
row1703	312.3260107	20.66001285	0.13034	1.6857	
row1704	546.841236	35.53096869	0.13034	-1.6857	
row1705	254.5012884	141.9447354	0.13042	-1.6853	
row1706	516.7444128	56.22775293	0.13075	-1.6836	
row1707	704.7170479	65.12907907	0.13121	-1.6813	
row1708	524.3715006	39.32106839	0.13152	1.6797	
row1709	260.4769946	116.0248418	0.13177	-1.6785	
row1710	260.0013053	194.1596534	0.13183	-1.6782	
row1711	206.1217218	67.28926836	0.1319	1.6778	
row1712	634.7478209	59.29396525	0.1321	-1.6768	
row1713	369.4319503	139.4583271	0.13236	1.6755	
row1714	776.8588027	60.13043172	0.13247	1.675	
row1715	670.4212935	38.90988579	0.13275	-1.6736	
row1716	735.3122633	67.95797525	0.13295	-1.6726	
row1717	361.2366507	27.12806523	0.13297	-1.6725	
row1718	186.0119061	140.5131257	0.13302	-1.6722	
row1719	99.51235732	221.7789585	0.13333	-1.6707	
row1720	371.2988037	28.40011096	0.13335	1.6706	
row1721	333.0637519	285.445383	0.13349	-1.6699	
row1722	545.3429438	40.80113064	0.13353	1.6697	
row1723	990.2609458	55.71867254	0.13356	-1.6695	
row1724	668.4736509	29.30292182	0.13396	-1.6675	
row1725	285.261607	28.13191043	0.1341	1.6669	
row1726	433.8675984	53.92788634	0.13415	1.6666	
row1727	342.9375198	25.31579288	0.13433	1.6657	
row1728	445.3356671	23.26804345	0.13456	-1.6646	
row1729	770.5695128	34.24208321	0.13466	1.6641	
row1730	282.9763564	141.8610782	0.13492	-1.6628	
row1731	216.9509728	134.3631838	0.13495	1.6627	
row1732	489.1147571	290.7283363	0.13554	-1.6598	
row1733	223.8576624	54.25752361	0.13566	-1.6592	
row1734	828.5548506	34.87301079	0.13568	-1.6591	
row1735	582.6463685	56.61784855	0.13591	-1.658	
row1736	119.514406	109.801077	0.13599	-1.6576	
row1737	465.8171456	28.58420676	0.13601	-1.6575	
row1738	238.9432153	279.7918954	0.13602	1.6574	
row1739	140.0160076	141.601155	0.13613	-1.6569	
row1740	644.2934488	28.59670304	0.13645	-1.6553	
row1741	874.751487	81.53283265	0.13678	-1.6537	
row1742	300.9742149	158.1332349	0.13688	-1.6532	
row1743	362.7237095	41.07852924	0.13702	-1.6526	
row1744	359.2289676	44.45280768	0.13731	1.6511	
row1745	544.3531696	29.53622376	0.13818	-1.647	
row1746	128.9824114	128.2188396	0.13821	1.6468	
row1747	642.782373	62.48663328	0.13842	-1.6458	
row1748	89.53796188	176.0399402	0.13845	1.6457	
row1749	158.0924724	86.51780366	0.1387	1.6445	
row1750	804.034585	61.44435222	0.13873	1.6443	
row1751	637.0544099	92.37854046	0.13891	1.6435	
row1752	147.168553	145.7699901	0.13908	-1.6426	
row1753	99.11964893	221.9738189	0.13914	-1.6423	
row1754	566.1763879	143.1992392	0.13926	-1.6418	
row1755	350.2071688	36.45157989	0.13938	1.6412	
row1756	90.76301566	136.0531908	0.13945	-1.6409	
row1757	199.0950225	95.9572941	0.13947	1.6408	
row1758	184.0733638	166.0408205	0.13947	1.6408	
row1759	217.0819688	105.7245108	0.13959	-1.6402	
row1760	177.0870113	170.1695764	0.13984	-1.639	
row1761	565.7589261	54.525798	0.1399	1.6388	
row1762	758.5645699	34.24499176	0.13997	1.6384	
row1763	844.5257901	40.78567215	0.14019	-1.6374	
row1764	340.3485072	27.10149613	0.14029	1.6369	
row1765	274.4867733	139.9528526	0.14031	-1.6368	
row1766	355.8059857	55.41736744	0.14037	-1.6365	
row1767	837.2945749	67.59461284	0.14038	-1.6365	
row1768	97.99135282	187.7774176	0.14041	1.6363	
row1769	400.3056751	26.12808019	0.14064	1.6352	
row1770	788.7490149	72.17784204	0.14072	-1.6349	
row1771	669.7952629	67.45479515	0.14078	-1.6346	
row1772	209.059025	208.7897863	0.14085	-1.6342	
row1773	123.2998006	48.38459965	0.14111	-1.633	
row1774	876.3435462	55.96887521	0.14112	-1.633	
row1775	810.689906	55.35471389	0.14112	-1.633	
row1776	1000.292396	51.42432694	0.14113	-1.6329	
row1777	1041.752141	68.24818491	0.14113	-1.6329	
row1778	869.4814889	59.25684016	0.14114	-1.6328	
row1779	776.341808	46.1994593	0.14115	-1.6328	
row1780	996.7740585	68.20473097	0.14115	-1.6328	
row1781	880.8025278	67.66401703	0.14117	-1.6327	
row1782	790.9470755	57.06104833	0.14117	-1.6327	
row1783	552.7449786	68.66067476	0.14119	-1.6326	
row1784	515.1154272	59.37097788	0.1412	-1.6326	
row1785	410.6773215	55.24619927	0.14122	-1.6325	
row1786	485.0686586	191.3934242	0.14123	-1.6324	
row1787	604.8027212	70.6624566	0.14128	-1.6322	
row1788	254.8364253	62.91055313	0.14129	-1.6322	
row1789	916.5042748	58.23663031	0.14132	-1.632	
row1790	459.790622	36.57412875	0.14134	1.6319	
row1791	109.0760366	215.2362323	0.14134	1.6319	
row1792	516.3537396	27.67412311	0.14136	-1.6318	
row1793	797.5276881	45.71562553	0.14136	-1.6318	
row1794	832.1945553	61.02890336	0.14148	-1.6313	
row1795	588.8341569	42.10565747	0.14179	-1.6298	
row1796	93.28124397	281.0534105	0.14182	1.6297	
row1797	118.977024	138.1162689	0.14182	-1.6297	
row1798	299.1690613	29.22221679	0.14185	-1.6295	
row1799	250.6166918	137.9550233	0.14189	1.6294	
row1800	606.8233762	67.45665594	0.14192	-1.6292	
row1801	1114.260553	67.90901182	0.14194	-1.6291	
row1802	478.8939103	65.02651475	0.14201	-1.6288	
row1803	783.9937337	55.45846747	0.14203	-1.6287	
row1804	304.1654035	38.61292131	0.14205	1.6286	
row1805	428.3090475	27.8477534	0.14207	-1.6285	
row1806	334.4808988	114.8112099	0.1421	-1.6284	
row1807	766.8058555	60.43586196	0.1421	-1.6283	
row1808	772.0928279	61.46584514	0.14214	-1.6282	
row1809	598.7549677	55.68967857	0.14217	-1.628	
row1810	261.0368895	245.9396987	0.14221	-1.6278	
row1811	530.7679814	57.60256382	0.14225	1.6277	
row1812	650.0441132	60.59751989	0.14227	-1.6275	
row1813	513.8282642	141.8587063	0.14228	-1.6275	
row1814	440.2670998	44.12912645	0.14234	-1.6272	
row1815	305.0997461	45.29060034	0.1424	-1.6269	
row1816	665.7593819	117.21345	0.14244	-1.6267	
row1817	740.754851	69.69665179	0.14245	-1.6267	
row1818	802.4980117	30.29535783	0.14253	-1.6263	
row1819	359.9210175	97.8942554	0.14254	-1.6263	
row1820	591.0430995	59.62648309	0.14261	-1.626	
row1821	813.6464383	56.34821562	0.14271	-1.6255	
row1822	737.1484478	61.72107926	0.14277	-1.6252	
row1823	1023.282233	69.06548016	0.14278	-1.6252	
row1824	445.0735042	61.3073345	0.14279	1.6251	
row1825	643.8353829	70.37265612	0.1428	-1.6251	
row1826	1218.710204	68.1012943	0.14284	-1.6249	
row1827	102.5323727	183.4850376	0.14289	1.6246	
row1828	379.8994404	111.3692683	0.14303	-1.624	
row1829	116.7953821	121.6590655	0.14326	-1.623	
row1830	274.3923333	139.6554681	0.14332	-1.6227	
row1831	250.8895515	73.98470186	0.14351	-1.6218	
row1832	488.7825308	57.30199223	0.14367	-1.621	
row1833	802.0955429	61.90222372	0.14382	-1.6203	
row1834	451.3139086	31.7877397	0.14393	-1.6198	
row1835	860.7781345	70.16352532	0.14397	-1.6196	
row1836	444.989622	277.8251959	0.14397	-1.6196	
row1837	299.5830582	40.52932784	0.14397	1.6196	
row1838	259.0223716	267.9561473	0.14401	-1.6195	
row1839	187.9924499	116.0739034	0.14403	-1.6193	
row1840	117.125321	72.924402	0.14418	-1.6187	
row1841	841.6002187	54.85767421	0.1443	-1.6181	
row1842	500.8554874	60.22953348	0.14437	-1.6178	
row1843	500.8554998	60.12559748	0.14437	-1.6178	
row1844	574.5176725	57.91907433	0.14438	-1.6177	
row1845	113.0309736	142.8793885	0.14438	1.6177	
row1846	956.8355117	57.35862259	0.14455	-1.617	
row1847	436.9095075	63.52082998	0.14457	-1.6169	
row1848	714.2410497	48.25288455	0.14464	1.6165	
row1849	531.3558587	28.45322598	0.14466	-1.6165	
row1850	1252.752583	67.73355504	0.14467	-1.6164	
row1851	162.0895023	86.60489074	0.14467	-1.6164	
row1852	778.3601348	68.07530325	0.14482	-1.6157	
row1853	887.5971235	29.99438858	0.14482	-1.6157	
row1854	533.8380134	36.64996971	0.14488	-1.6154	
row1855	855.0057838	60.38168541	0.14493	-1.6152	
row1856	456.6922125	60.29798097	0.1453	-1.6135	
row1857	568.297269	40.10806514	0.14538	1.6131	
row1858	807.5828695	40.76040504	0.14547	1.6127	
row1859	860.2091592	51.94894268	0.14573	-1.6115	
row1860	998.43128	55.64588663	0.14581	-1.6111	
row1861	136.0427722	55.6734979	0.14586	-1.6109	
row1862	728.1624344	61.26738603	0.14586	-1.6109	
row1863	845.5942479	53.30893021	0.14595	-1.6105	
row1864	476.7564854	56.51684395	0.14596	-1.6105	
row1865	973.0643345	61.32259683	0.14605	-1.6101	
row1866	857.8745358	87.98260175	0.14615	-1.6096	
row1867	556.8304943	93.84021403	0.14622	-1.6093	
row1868	714.4460419	42.87453883	0.14627	-1.609	
row1869	942.7359774	81.51623184	0.1464	-1.6084	
row1870	1002.835876	82.60029157	0.14642	-1.6084	
row1871	293.3681245	137.3440876	0.14643	1.6083	
row1872	146.0270963	38.42804397	0.14649	1.608	
row1873	354.8105703	63.73152227	0.14666	-1.6073	
row1874	829.4021872	55.96034407	0.1469	-1.6062	
row1875	954.789774	69.10886669	0.1469	-1.6062	
row1876	520.7247813	64.61245879	0.14691	-1.6061	
row1877	722.6596337	58.89272768	0.14719	-1.6049	
row1878	538.8935135	60.1215509	0.14722	-1.6047	
row1879	159.0652248	227.0188048	0.14727	1.6045	
row1880	269.1746864	223.5370211	0.14733	1.6043	
row1881	542.6581252	55.93129852	0.14753	-1.6033	
row1882	807.9154351	61.5535289	0.14755	-1.6032	
row1883	368.764934	52.42632246	0.14768	-1.6027	
row1884	751.7841769	68.21007763	0.14785	-1.6019	
row1885	429.8678714	61.58001639	0.1479	-1.6016	
row1886	107.0491516	242.6738195	0.14796	-1.6014	
row1887	730.4113104	43.24688473	0.1481	-1.6007	
row1888	596.7067897	61.4391972	0.14815	1.6005	
row1889	906.0618274	61.98453197	0.14817	1.6004	
row1890	108.6852901	288.5665494	0.1483	1.5998	
row1891	346.0001159	61.18393879	0.1486	-1.5985	
row1892	1234.748825	68.66542154	0.14871	-1.598	
row1893	786.6018797	35.54612917	0.14874	1.5979	
row1894	218.8599788	64.03077754	0.14887	-1.5973	
row1895	1007.260899	67.87751779	0.14888	-1.5972	
row1896	444.8217027	73.28077852	0.149	-1.5967	
row1897	714.6203126	62.50326409	0.14907	-1.5964	
row1898	652.7523525	71.83604889	0.14926	-1.5955	
row1899	758.4803676	34.30552018	0.14941	1.5948	
row1900	448.7908361	72.733309	0.14953	-1.5943	
row1901	418.8117616	63.90146096	0.14964	-1.5938	
row1902	101.0251616	110.624625	0.14967	-1.5937	
row1903	130.1420825	20.44703113	0.14978	-1.5932	
row1904	385.9806082	174.2360634	0.14982	-1.593	
row1905	332.2178918	40.51497847	0.15008	1.5919	
row1906	984.300249	68.3010203	0.15013	-1.5916	
row1907	873.8322273	162.64505	0.15016	-1.5915	
row1908	514.1128537	60.73995705	0.15023	-1.5912	
row1909	755.0309394	59.17598048	0.15039	-1.5905	
row1910	674.7653235	67.36153055	0.15062	-1.5894	
row1911	208.8822675	50.71770738	0.15063	-1.5894	
row1912	593.8217335	67.47713863	0.15069	-1.5892	
row1913	735.90376	67.20864097	0.15071	-1.589	
row1914	628.4223074	33.20266405	0.15087	-1.5883	
row1915	360.2157983	137.4387392	0.15088	1.5883	
row1916	667.1745284	27.96096422	0.15089	-1.5883	
row1917	586.7288386	56.73669507	0.15091	-1.5882	
row1918	526.7870316	77.01048083	0.15098	-1.5879	
row1919	746.8986275	60.03863044	0.15124	-1.5867	
row1920	110.0232436	55.19002522	0.15127	-1.5866	
row1921	1075.248952	68.29603919	0.15127	-1.5866	
row1922	619.8297994	68.17552961	0.15135	-1.5862	
row1923	441.979057	62.03922344	0.15137	-1.5861	
row1924	592.8133773	33.10373677	0.15157	-1.5852	
row1925	246.8677511	72.86696006	0.15167	-1.5848	
row1926	728.3285286	68.20169872	0.15169	-1.5847	
row1927	468.0216737	65.44114829	0.15201	-1.5833	
row1928	586.8185363	60.53518959	0.15204	-1.5832	
row1929	1020.472487	68.0831762	0.15207	-1.583	
row1930	171.1380041	107.463862	0.15229	1.5821	
row1931	769.502605	56.01637525	0.15231	-1.582	
row1932	1010.856502	67.76305871	0.15239	1.5816	
row1933	302.2074333	40.56197873	0.15246	1.5813	
row1934	360.1804556	231.2134052	0.15291	1.5793	
row1935	219.1229917	28.43808708	0.15292	1.5793	
row1936	423.5976061	37.66052255	0.15326	-1.5778	
row1937	820.7778086	68.25319653	0.15337	1.5774	
row1938	684.9840171	65.98234857	0.15348	-1.5768	
row1939	248.8285569	63.58267887	0.15358	-1.5764	
row1940	139.0156174	106.0188293	0.15361	1.5763	
row1941	1182.744395	68.46136245	0.15372	-1.5758	
row1942	746.7507125	118.0554122	0.15373	-1.5757	
row1943	156.0267604	83.73165906	0.15374	-1.5757	
row1944	288.9390479	280.8464797	0.15376	-1.5756	
row1945	504.9382175	59.84456976	0.15377	1.5756	
row1946	1228.739906	67.99605389	0.15378	-1.5756	
row1947	1224.433479	68.11103814	0.15406	1.5743	
row1948	646.548932	56.47614887	0.15409	-1.5742	
row1949	358.2046746	36.29115422	0.15413	-1.574	
row1950	384.2040454	37.67355735	0.15415	-1.5739	
row1951	546.8103914	92.95611389	0.15423	-1.5736	
row1952	284.1703272	199.2585712	0.15428	-1.5734	
row1953	972.6407849	36.66720321	0.1543	-1.5733	
row1954	925.2372452	61.30661632	0.15437	-1.573	
row1955	261.7704052	85.16304364	0.15439	-1.5729	
row1956	175.9805575	266.3716189	0.15444	1.5727	
row1957	306.7873836	62.94259472	0.15478	-1.5712	
row1958	673.0285097	59.11654836	0.15494	-1.5705	
row1959	895.7357903	84.06668563	0.15512	-1.5697	
row1960	556.8586339	68.14033376	0.15517	-1.5695	
row1961	570.8289607	71.25497199	0.1557	-1.5672	
row1962	662.6584034	56.43889188	0.15573	-1.5671	
row1963	368.2609022	22.73124061	0.15584	1.5666	
row1964	153.1022528	26.67532057	0.15602	-1.5659	
row1965	766.7888259	70.13241212	0.15609	-1.5656	
row1966	462.9567936	22.86356999	0.15612	1.5654	
row1967	546.9237398	58.09573816	0.15613	-1.5653	
row1968	1052.394723	58.01378784	0.15616	-1.5652	
row1969	102.0452821	131.5567591	0.15616	1.5652	
row1970	114.5537233	180.2347525	0.15628	-1.5647	
row1971	136.0733683	72.51675318	0.15633	-1.5645	
row1972	325.379596	139.29068	0.15645	-1.564	
row1973	119.0010741	123.8858144	0.1565	-1.5638	
row1974	425.7618501	53.08046523	0.15651	-1.5637	
row1975	584.9214586	60.50906458	0.15664	-1.5632	
row1976	309.277294	118.2240225	0.15707	-1.5613	
row1977	440.976953	67.53203396	0.15711	1.5612	
row1978	167.0485394	111.3208963	0.15733	-1.5602	
row1979	352.5440563	135.6210554	0.15749	1.5595	
row1980	487.3284996	29.10441725	0.15771	-1.5586	
row1981	1272.041301	62.45599128	0.15782	-1.5581	
row1982	201.1597866	21.97582372	0.15792	1.5577	
row1983	463.9611317	59.80944785	0.1581	-1.5569	
row1984	784.8960898	82.74213745	0.15827	-1.5562	
row1985	765.1276815	61.6855697	0.15855	-1.555	
row1986	329.8580028	49.87489531	0.15866	-1.5545	
row1987	400.9138892	135.5703632	0.15868	1.5545	
row1988	536.7128086	56.55109044	0.15877	-1.5541	
row1989	513.0117787	107.535177	0.15913	-1.5526	
row1990	973.2679459	66.79541486	0.15916	-1.5524	
row1991	704.5538817	56.07124472	0.15926	-1.552	
row1992	147.0804633	25.00529756	0.15932	-1.5518	
row1993	302.4395457	116.2715917	0.15936	-1.5516	
row1994	236.010283	284.7261083	0.1595	1.551	
row1995	274.1760488	43.12242694	0.15968	1.5502	
row1996	434.2859409	32.69738754	0.1599	-1.5493	
row1997	131.1109699	93.62340052	0.15992	-1.5492	
row1998	632.968296	234.4750913	0.16008	1.5486	
row1999	604.7326527	283.8719724	0.1602	1.5481	
row2000	794.7877111	53.50059004	0.16021	1.548	
row2001	540.3669309	41.86341888	0.16035	-1.5474	
row2002	93.06984647	243.5643851	0.16051	-1.5468	
row2003	468.7202727	59.11591216	0.16067	-1.5461	
row2004	626.3913835	44.25925705	0.16106	-1.5444	
row2005	231.0839618	40.25144627	0.16112	1.5442	
row2006	523.3418259	29.12649901	0.16116	-1.544	
row2007	648.7554945	65.30624894	0.16118	-1.5439	
row2008	618.9507691	61.41324636	0.16119	1.5439	
row2009	383.9828655	196.0862927	0.16148	-1.5427	
row2010	1028.83007	63.1675729	0.16155	1.5424	
row2011	330.9546573	116.4851855	0.16157	-1.5423	
row2012	883.5306693	42.42409288	0.16161	1.5421	
row2013	826.8664503	69.05867331	0.16171	1.5417	
